Bus,,,,,,,,,,,,,,,,,,,,,,,
Number,Name,SubNumber,AreaName,NomkV,BusCat,Vpu,kV,Vangle,LoadMW,SubIDExtra,LoadMvar,GenMW,GenMvar,ShuntMvar,ActG,ActB,AreaNumber,ZoneNumber,City,County,State,SubLatitude,SubLongitude
150394,CHENEY 2 1,5253,KS,115,PQ,0.99872,114.853,39.47,3.9,5253,2,,,,0,0,5,1,Gross,Hardin County,Illinois,37.57,-97.77
150395,CLEARWATER 2 1,5254,KS,115,PQ,1.00859,115.987,35.81,9,5254,5.7,,,,0,0,5,1,Grosse Ile Township,Wayne County,Michigan,37.41,-97.51
150396,CLEARWATER 3 1,5255,KS,115,PQ,1.00786,115.904,33.64,5.1,5255,2.2,,,,0,0,5,1,Grosse Ile Township,Wayne County,Michigan,37.53,-97.57
150397,CUNNINGHAM 1,5256,KS,115,PQ,1.01628,116.872,50.85,2.1,5256,0.4,,,,0,0,5,1,Grosse Pointe Farms,Wayne County,Michigan,37.67,-98.32
150398,DERBY 4 1,5257,KS,230,PQ,1.01663,233.825,33.65,,5257,,,,,0,0,5,1,Grosse Pointe Farms,Wayne County,Michigan,37.51,-97.19
150399,DERBY 4 2,5257,KS,115,PQ,1.01169,116.344,31.38,11.1,5257,1.5,,,,0,0,5,1,Grosse Pointe Farms,Wayne County,Michigan,37.51,-97.19
150400,DERBY 5 1,5258,KS,345,PQ,1.021,352.246,35.21,,5258,,,,,0,0,5,1,Grosse Pointe Farms,Wayne County,Michigan,37.57,-97.1
150401,DERBY 5 2,5258,KS,230,PQ,1.01831,234.21,33.48,,5258,,,,,0,0,5,1,Grosse Pointe Park,Wayne County,Michigan,37.57,-97.1
150402,DERBY 5 3,5258,KS,115,PQ,1.00913,116.05,31.28,17.6,5258,8.3,,,,0,0,5,1,Grosse Pointe Shores,Wayne County,Michigan,37.57,-97.1
150403,DERBY 6 1,5259,KS,115,PQ,1.00679,115.781,31.08,19.8,5259,9.6,,,,0,0,5,1,Grosse Pointe Woods,Wayne County,Michigan,37.59,-97.16
150404,DERBY 7 1,5260,KS,115,PQ,1.00994,116.143,30.61,18.9,5260,5.5,,,,0,0,5,1,Grosse Pointe Woods,Wayne County,Michigan,37.54,-97.22
150405,DOUGLASS 1,5261,KS,115,PQ,1.00997,116.147,31.13,8.1,5261,2.8,,,,0,0,5,1,Grosse Pointe Woods,Wayne County,Michigan,37.51,-97
150406,EL DORADO 1 1,5262,KS,115,PQ,1.01935,117.226,31.19,12.9,5262,5.1,,,,0,0,5,1,Groton,Brown County,South Dakota,37.85,-96.81
150407,EL DORADO 2 1,5263,KS,115,PQ,1.01944,117.236,31.03,10.4,5263,2.5,,,,0,0,5,1,Grove,Delaware County,Oklahoma,37.9,-96.74
150408,EL DORADO 3 1,5264,KS,115,PQ,1.02109,117.426,30.78,9.9,5264,0.2,,,,0,0,5,1,Groveland,Tazewell County,Illinois,37.76,-96.81
150409,EL DORADO 4 1,5265,KS,230,PQ,1.02065,234.751,31.69,,5265,,,,,0,0,5,1,Grubville,Jefferson County,Missouri,37.91,-96.76
150410,EL DORADO 4 2,5265,KS,115,PQ,1.01964,117.259,31.14,11.6,5265,3.1,,,,0,0,5,1,Grundy Center,Grundy County,Iowa,37.91,-96.76
150411,GODDARD 1 1,5266,KS,230,PQ,1.01495,233.439,35.66,,5266,,,,33.38,0,0,5,1,Grundy Center,Grundy County,Iowa,37.66,-97.6
150412,GODDARD 1 2,5266,KS,115,PQ,1.00856,115.985,34.27,14.3,5266,1.7,,,,0,0,5,1,Grundy Center,Grundy County,Iowa,37.66,-97.6
150413,GODDARD 2 1,5267,KS,115,PQ,1.00584,115.672,35.46,10.6,5267,0.6,,,,0,0,5,1,Grundy Center,Grundy County,Iowa,37.71,-97.66
150414,HARPER 1 1,5268,KS,115,PQ,1.01599,116.839,48.91,6,5268,1.3,,,,0,0,5,1,Gruver,Hansford County,Texas,37.34,-98.1
150415,HAYSVILLE 1 1,5269,KS,115,PQ,1.0041,115.471,30.49,16.3,5269,4.6,,,,0,0,5,1,Guion,Izard County,Arkansas,37.51,-97.36
150416,HAYSVILLE 2 1,5270,KS,115,PQ,1.007,115.805,30.81,10.8,5270,2.1,,,,0,0,5,1,Guion,Parke County,Indiana,37.5,-97.28
150417,KINGMAN 2 1,5271,KS,230,PQ,1.00949,232.183,41.75,,5271,,,,,0,0,5,1,Gulfport,Harrison County,Mississippi,37.62,-98.05
150418,KINGMAN 2 2,5271,KS,115,PQ,1.0029,115.333,44.21,7.2,5271,0.9,,,,0,0,5,1,Gulfport,Harrison County,Mississippi,37.62,-98.05
150419,KINGMAN 3 1,5272,KS,115,PQ,1.00495,115.569,46.1,4.9,5272,1.4,,,,0,0,5,1,Gulfport,Harrison County,Mississippi,37.66,-98.16
150420,KIOWA 4 1,5273,KS,115,PQ,1.01686,116.939,50.74,2.7,5273,0.4,,,,0,0,5,1,Gulfport,Harrison County,Mississippi,37.09,-98.46
150421,LEON 4 1,5274,KS,115,PQ,1.02454,117.822,30.11,2.9,5274,0.9,,,,0,0,5,1,Gulfport,Harrison County,Mississippi,37.72,-96.63
150422,MEDICINE LODGE 1 1,5275,KS,115,PQ,1.02021,117.324,54.09,3.7,5275,0.7,,,,0,0,5,1,Gulfport,Harrison County,Mississippi,37.31,-98.71
150423,MEDICINE LODGE 2 1,5276,KS,115,PQ,1.01713,116.97,54.7,2.8,5276,0.7,,,,0,0,5,1,Gulfport,Harrison County,Mississippi,37.21,-98.69
150424,NEWTON 7 1,5277,KS,115,PQ,1.01726,116.985,33.06,12.8,5277,1.4,,,,0,0,5,1,Gulfport,Harrison County,Mississippi,38.02,-97.28
150425,NEWTON 8 1,5278,KS,115,PQ,1.01896,117.181,32.87,12.7,5278,5.9,,,,0,0,5,1,Gulfport,Harrison County,Mississippi,38.09,-97.19
150426,NEWTON 9 1,5279,KS,230,PQ,1.02169,234.988,34.41,,5279,,,,,0,0,5,1,Gulfport,Harrison County,Mississippi,38.12,-97.29
150427,NEWTON 9 2,5279,KS,115,PQ,1.02036,117.341,33.45,11.1,5279,2,,,,0,0,5,1,Gulfport,Harrison County,Mississippi,38.12,-97.29
150428,NEWTON 10 1,5280,KS,230,PQ,1.01927,234.432,33.86,,5280,,,,,0,0,5,1,Gulfport,Harrison County,Mississippi,37.96,-97.3
150429,NEWTON 10 2,5280,KS,115,PQ,1.01676,116.927,33,11.5,5280,3,,,,0,0,5,1,Gurnee,Lake County,Illinois,37.96,-97.3
150430,NORWICH 1,5281,KS,115,PQ,1.00359,115.413,44.22,2.5,5281,0.3,,,,0,0,5,1,Gurnee,Lake County,Illinois,37.48,-97.89
150431,PRATT 1 1,5282,KS,115,PQ,1.02162,117.486,53.53,7.1,5282,3,,,,0,0,5,1,Gurnee,Lake County,Illinois,37.69,-98.76
150432,PRATT 2 1,5283,KS,115,PQ,1.02162,117.486,54.02,6.1,5283,3.4,,,,0,0,5,1,Gustin,Alcona County,Michigan,37.66,-98.82
150433,PRATT 3 1,5284,KS,115,PQ,1.02292,117.636,54.02,5.9,5284,1.8,,,,0,0,5,1,Guthrie,Logan County,Oklahoma,37.61,-98.74
150434,ROSE HILL 5 1,5285,KS,115,PQ,1.00929,116.068,30.98,4,5285,0.1,,,,0,0,5,1,Guthrie,Logan County,Oklahoma,37.6,-97.02
150435,SOUTH HAVEN 4 1,5286,KS,115,PQ,1.01424,116.638,39.63,1.9,5286,0.4,,,,0,0,5,1,Guthrie,Logan County,Oklahoma,37.1,-97.41
150436,TOWANDA 2 1,5287,KS,115,PQ,1.01534,116.764,30.5,7.4,5287,2.8,,,,0,0,5,1,Guthrie,Logan County,Oklahoma,37.83,-96.99
150437,WELLINGTON 1 1,5288,KS,115,PQ,1.01207,116.388,38.21,6.9,5288,1.6,,,,0,0,5,1,Guthrie,Logan County,Oklahoma,37.29,-97.4
150438,WELLINGTON 2 1,5289,KS,115,PQ,1.01327,116.526,38.64,7.8,5289,1.4,,,,0,0,5,1,Guthrie,Logan County,Oklahoma,37.27,-97.46
150439,WELLINGTON 3 1,5290,KS,115,PQ,1.01046,116.203,37.36,7.4,5290,1,,,,0,0,5,1,Guthrie,Logan County,Oklahoma,37.33,-97.43
150440,WICHITA 1 1,5291,KS,115,PQ,1.01131,116.3,31.37,31.6,5291,13,,,,0,0,5,1,Guy,Faulkner County,Arkansas,37.73,-97.4
150441,WICHITA 2 1,5292,KS,115,PQ,1.01129,116.299,31.63,17.8,5292,4.7,,,,0,0,5,1,Guy,Faulkner County,Arkansas,37.62,-97.41
150442,WICHITA 3 1,5293,KS,230,PQ,1.01415,233.254,33.85,,5293,,,,,0,0,5,1,Guymon,Texas County,Oklahoma,37.68,-97.4
150443,WICHITA 3 2,5293,KS,115,PQ,1.01312,116.509,32.16,42.3,5293,3.3,,,,0,0,5,1,Guymon,Texas County,Oklahoma,37.68,-97.4
150444,WICHITA 4 1,5294,KS,115,PQ,1.01234,116.419,30.62,13.4,5294,2.2,,,,0,0,5,1,Guymon,Texas County,Oklahoma,37.75,-97.34
150445,WICHITA 5 1,5295,KS,230,PQ,1.01766,234.061,33.15,,5295,,,,,0,0,5,1,Guymon,Texas County,Oklahoma,37.8,-97.34
150446,WICHITA 5 2,5295,KS,115,PQ,1.01169,116.345,31.02,32.9,5295,6.6,,,,0,0,5,1,Guymon,Texas County,Oklahoma,37.8,-97.34
150447,WICHITA 6 1,5296,KS,115,PQ,1.01155,116.328,30.8,12.8,5296,1.2,,,,0,0,5,1,Guymon,Texas County,Oklahoma,37.78,-97.33
150448,WICHITA 7 1,5297,KS,115,PQ,1.0113,116.3,31.15,16,5297,4.9,,,,0,0,5,1,Guymon,Texas County,Oklahoma,37.82,-97.37
150449,WICHITA 8 1,5298,KS,115,PQ,1.01168,116.343,32.02,8.2,5298,0.8,,,,0,0,5,1,Guymon,Texas County,Oklahoma,37.75,-97.47
150450,WICHITA 9 1,5299,KS,115,PQ,1.01156,116.33,30.5,17.4,5299,2.3,,,,0,0,5,1,Gwinn,Marquette County,Michigan,37.77,-97.38
150451,WICHITA 10 1,5300,KS,230,PQ,1.01609,233.701,32.91,,5300,,,,,0,0,5,1,Gwinn,Marquette County,Michigan,37.68,-97.26
150452,WICHITA 10 2,5300,KS,115,PQ,1.01191,116.37,29.97,63.5,5300,29.7,,,,0,0,5,1,Gwinn,Marquette County,Michigan,37.68,-97.26
150453,WICHITA 11 1,5301,KS,115,PQ,1.0125,116.437,29.98,14.7,5301,3.3,,,,0,0,5,1,Gwinn,Marquette County,Michigan,37.63,-97.2
150454,WICHITA 12 1,5302,KS,115,PQ,1.01207,116.388,30.32,19.2,5302,6.1,,,,0,0,5,1,Gypsum,Saline County,Kansas,37.7,-97.13
150455,WICHITA 13 1,5303,KS,115,PQ,1.01336,116.536,29.95,10.7,5303,2.1,,,,0,0,5,1,Hackberry,Cameron Parish,Louisiana,37.66,-97.22
150456,WICHITA 14 1,5304,KS,115,PQ,1.01292,116.486,30.39,18.2,5304,5,,,,0,0,5,1,Hackberry,Cameron Parish,Louisiana,37.7,-97.32
150457,WICHITA 15 1,5305,KS,115,PQ,1.01099,116.264,31.12,10.5,5305,1.2,,,,0,0,5,1,Hackberry,Cameron Parish,Louisiana,37.66,-97.37
150458,WICHITA 16 1,5306,KS,115,PQ,1.01217,116.4,31.1,11.3,5306,3.2,,,,0,0,5,1,Hackberry,Cameron Parish,Louisiana,37.62,-97.36
150459,WICHITA 17 1,5307,KS,115,PQ,1.01084,116.246,29.84,27.6,5307,7.8,,,,0,0,5,1,Hackberry,Cameron Parish,Louisiana,37.67,-97.27
150460,WICHITA 18 1,5308,KS,115,PQ,1.01103,116.268,31.7,21.6,5308,3.3,,,,0,0,5,1,Hackberry,Cameron Parish,Louisiana,37.72,-97.43
150461,WICHITA 19 1,5309,KS,115,PQ,1.00923,116.062,32.19,30.5,5309,8.5,,,,0,0,5,1,Hadar,Pierce County,Nebraska,37.69,-97.48
150462,WICHITA 20 1,5310,KS,230,PQ,1.01497,233.444,34.39,,5310,,,,,0,0,5,1,Hadar,Pierce County,Nebraska,37.65,-97.47
150463,WICHITA 20 2,5310,KS,115,PQ,1.01074,116.235,32.32,36.9,5310,7.2,,,,0,0,5,1,Hadar,Pierce County,Nebraska,37.65,-97.47
150464,WICHITA 21 1,5311,KS,115,PQ,1.01153,116.326,31.45,21.8,5311,3.5,,,,0,0,5,1,Hadler,Norman County,Minnesota,37.65,-97.41
150465,WICHITA 22 1,5312,KS,115,PQ,1.01031,116.186,30.68,13.4,5312,2.2,,,,0,0,5,1,Hadley,Murray County,Minnesota,37.77,-97.28
150466,WICHITA 23 1,5313,KS,115,PQ,1.01192,116.371,30.5,20.5,5313,5.6,,,,0,0,5,1,Hadley,Murray County,Minnesota,37.59,-97.36
150467,WICHITA 24 1,5314,KS,115,PQ,1.01073,116.234,30.75,35.1,5314,6.7,,,,0,0,5,1,Hagerman,Chaves County,New Mexico,37.67,-97.34
150468,WICHITA 25 1,5315,KS,115,PQ,1.01095,116.26,29.73,16.7,5315,3.9,,,,0,0,5,1,Hagerstown,Wayne County,Indiana,37.72,-97.23
150469,WICHITA 26 1,5316,KS,115,PQ,1.0106,116.219,30.2,35.2,5316,15.5,,,,0,0,5,1,Hahnville,St. Charles Parish,Louisiana,37.72,-97.29
150470,WICHITA 27 1,5317,KS,115,PQ,1.01073,116.234,32.55,5.7,5317,2.5,,,,0,0,5,1,Haldane,Ogle County,Illinois,37.6,-97.46
150471,WICHITA 28 1,5318,KS,115,PQ,1.01028,116.182,30.39,14.6,5318,6,,,,0,0,5,1,Hale,Carroll County,Missouri,37.59,-97.29
150472,WICHITA 29 1,5319,KS,115,PQ,1.01005,116.156,30.41,14.5,5319,10.1,,,,0,0,5,1,Hale,Iosco County,Michigan,37.58,-97.26
150473,WICHITA 30 1,5320,KS,115,PQ,1.01139,116.309,30.46,26.2,5320,2.8,,,,0,0,5,1,Hale,Iosco County,Michigan,37.58,-97.31
150474,WICHITA 31 1,5321,KS,115,PQ,1.01307,116.503,30.5,32.5,5321,6.1,,,,0,0,5,1,Hale,Iosco County,Michigan,37.63,-97.3
150475,WICHITA 32 1,5322,KS,115,PQ,1.01495,116.719,30.65,17.4,5322,4.6,,,57.12,0,0,5,1,Hale,Iosco County,Michigan,37.6,-97.33
150476,WICHITA 33 1,5323,KS,230,PQ,1.01593,233.664,33.29,,5323,,,,,0,0,5,1,Hale,Trempealeau County,Wisconsin,37.59,-97.33
150477,WICHITA 33 2,5323,KS,115,PQ,1.01353,116.556,30.66,16.6,5323,1.5,,,,0,0,5,1,Hales Corners,Milwaukee County,Wisconsin,37.59,-97.33
150478,WICHITA 34 1,5324,KS,115,PQ,1.01494,116.719,29.98,27.9,5324,5.9,,,69.67,0,0,5,1,Halfway,Polk County,Missouri,37.69,-97.23
150479,WICHITA 35 1,5325,KS,115,PQ,1.01494,116.718,30.25,24.2,5325,6,,,32.47,0,0,5,1,Hall,Morgan County,Indiana,37.68,-97.29
150480,WICHITA 36 1,5326,KS,115,PQ,1.01494,116.718,30.67,12.9,5326,3.7,,,69.21,0,0,5,1,Hall Summit,Red River Parish,Louisiana,37.71,-97.35
150481,WICHITA 37 1,5327,KS,115,PQ,1.01085,116.248,30.77,11.4,5327,3,,,,0,0,5,1,Hallam,Lancaster County,Nebraska,37.78,-97.26
150482,WICHITA 38 1,5328,KS,115,PQ,1.01055,116.213,30.74,11.6,5328,5.8,,,,0,0,5,1,Hallam,Lancaster County,Nebraska,37.8,-97.29
150483,WICHITA 39 1,5329,KS,345,PQ,1.02189,352.553,34.33,,5329,,,,,0,0,5,1,Hallam,Lancaster County,Nebraska,37.77,-97.24
150484,WICHITA 39 2,5329,KS,230,PQ,1.0178,234.095,32.9,,5329,,,,,0,0,5,1,Hallam,Lancaster County,Nebraska,37.77,-97.24
150485,WICHITA 39 3,5329,KS,115,PQ,1.01219,116.402,31,18.7,5329,3.2,,,,0,0,5,1,Hallam,Lancaster County,Nebraska,37.77,-97.24
150486,WICHITA 40 1,5330,KS,230,PQ,1.01638,233.768,32.75,,5330,,,,0,0,0,5,1,Hallam,Lancaster County,Nebraska,37.7,-97.2
150487,WICHITA 40 2,5330,KS,115,PQ,1.01427,116.641,30.21,31.3,5330,5.2,,,,0,0,5,1,Hallam,Lancaster County,Nebraska,37.7,-97.2
150488,WICHITA 41 1,5331,KS,115,PQ,1.01061,116.22,30.66,8.5,5331,3.4,,,,0,0,5,1,Hallam,Lancaster County,Nebraska,37.82,-97.25
150489,WICHITA 42 1,5332,KS,115,PQ,1.01208,116.389,29.85,11.4,5332,0.4,,,,0,0,5,1,Hallett,Pawnee County,Oklahoma,37.73,-97.2
150490,WICHITA 43 1,5333,KS,115,PQ,1.01324,116.522,32.71,16.7,5333,5.4,,,,0,0,5,1,Hallock,Kittson County,Minnesota,37.8,-97.5
150491,ABILENE 1 1,5334,KS,115,PQ,1.02074,117.385,33.1,7.7,5334,1.6,,,,0,0,5,1,Hallsville,Harrison County,Texas,38.96,-97.27
150492,ABILENE 2 1,5335,KS,115,PQ,1.0207,117.381,33.14,7.6,5335,0.7,,,,0,0,5,1,Hallsville,Harrison County,Texas,39.03,-97.25
150493,ABILENE 3 1,5336,KS,230,PQ,1.02496,235.74,34,,5336,,,,,0,0,5,1,Hallsville,Harrison County,Texas,38.97,-97.23
150494,ABILENE 3 2,5336,KS,115,PQ,1.02095,117.41,32.95,9.4,5336,2.1,,,,0,0,5,1,Hallsville,Harrison County,Texas,38.97,-97.23
150495,CHAPMAN 1 1,5337,KS,115,PQ,1.01648,116.895,30.13,5.5,5337,1.3,,,,0,0,5,1,Hallsville,Harrison County,Texas,39,-97.01
150496,CHAPMAN 2 1,5338,KS,115,PQ,1.01821,117.094,28.59,3.7,5338,0.7,,,,0,0,5,1,Hallsville,Harrison County,Texas,38.81,-96.98
150497,CLAY CENTER 1 1,5339,KS,115,PQ,1.02232,117.566,32.41,10.5,5339,2.6,,,,0,0,5,1,Hallsville,Harrison County,Texas,39.38,-97.22
150498,CLAY CENTER 2 1,5340,KS,115,PQ,1.02311,117.658,32.45,5.6,5340,1.2,,,,0,0,5,1,Hallsville,Harrison County,Texas,39.24,-97.15
150499,GYPSUM 1,5341,KS,115,PQ,1.02436,117.801,34.45,3.1,5341,1.3,,,,0,0,5,1,Hallsville,Harrison County,Texas,38.65,-97.42
150500,HERINGTON 1 1,5342,KS,115,PQ,1.01898,117.183,29.38,2.3,5342,0.6,,,,0,0,5,1,Halstad,Norman County,Minnesota,38.57,-96.86
150501,HERINGTON 2 1,5343,KS,115,PQ,1.01952,117.244,28.39,3.7,5343,1.6,,,,0,0,5,1,Halstad,Norman County,Minnesota,38.71,-96.87
150502,HOPE 6 1,5344,KS,115,PQ,1.02258,117.597,31.02,2.8,5344,1.6,,,,0,0,5,1,Halstad,Norman County,Minnesota,38.66,-97.08
150503,MILTONVALE 1,5345,KS,115,PQ,1.02623,118.016,33.7,1.8,5345,0.9,,,,0,0,5,1,Halstad,Norman County,Minnesota,39.37,-97.48
150504,SOLOMON 1,5346,KS,115,PQ,1.02114,117.431,33.81,3.9,5346,1,,,,0,0,5,1,Halstad,Norman County,Minnesota,38.97,-97.43
150505,HUTCHINSON 8 1,5347,KS,115,PQ,1.01311,116.507,36.3,16.4,5347,9.6,,,,0,0,5,1,Halstead,Harvey County,Kansas,37.98,-97.97
150506,HUTCHINSON 9 1,5348,KS,115,PQ,1.01192,116.371,35.67,15.6,5348,5.1,,,,0,0,5,1,Ham Lake,Anoka County,Minnesota,37.92,-97.94
150507,HUTCHINSON 10 1,5349,KS,230,PQ,1.0204,234.691,37.05,,5349,,,,,0,0,5,1,Ham Lake,Anoka County,Minnesota,37.99,-97.95
150508,HUTCHINSON 10 2,5349,KS,115,PQ,1.01481,116.703,36.17,19.1,5349,7.2,,,,0,0,5,1,Hamburg,Ashley County,Arkansas,37.99,-97.95
150509,HUTCHINSON 11 1,5350,KS,115,PQ,1.01491,116.715,36.01,16.1,5350,3.9,,,18.84,0,0,5,1,Hamburg,Ashley County,Arkansas,37.97,-97.94
150510,HUTCHINSON 12 1,5351,KS,115,PQ,1.01818,117.091,36.6,12.5,5351,1.8,,,,0,0,5,1,Hamburg,Calhoun County,Illinois,38.09,-97.85
150511,HUTCHINSON 13 1,5352,KS,115,PQ,1.01129,116.298,37.67,15.2,5352,5.9,,,,0,0,5,1,Hamburg,Ashley County,Arkansas,38.1,-97.99
150512,HUTCHINSON 14 1,5353,KS,115,PQ,1.01173,116.349,37.47,13.8,5353,1.5,,,,0,0,5,1,Hamburg,Ashley County,Arkansas,38.12,-97.97
150513,HUTCHINSON 15 1,5354,KS,115,PQ,1.0134,116.541,37.14,14.1,5354,1,,,,0,0,5,1,Hamburg,Ashley County,Arkansas,38.14,-97.92
150514,ALBERT 1,5355,KS,115,PQ,1.01884,117.167,49.33,2.6,5355,0.7,,,,0,0,5,1,Hamburg,Ashley County,Arkansas,38.54,-99.04
150515,CLAFLIN 1,5356,KS,115,PQ,1.02124,117.443,46.91,3.4,5356,1.5,,,,0,0,5,1,Hamburg,Ashley County,Arkansas,38.56,-98.54
150516,ELLINWOOD 1 1,5357,KS,115,PQ,1.01755,117.018,44.67,2.2,5357,0.6,,,,0,0,5,1,Hamburg,Ashley County,Arkansas,38.42,-98.43
150517,ELLINWOOD 2 1,5358,KS,115,PQ,1.01727,116.986,47,4.5,5358,2.4,,,,0,0,5,1,Hamburg,Ashley County,Arkansas,38.3,-98.57
150518,GREAT BEND 1 1,5359,KS,115,PQ,1.01826,117.1,49.07,13.2,5359,1,,,,0,0,5,1,Hamburg,Ashley County,Arkansas,38.34,-98.72
150519,GREAT BEND 2 1,5360,KS,115,PQ,1.02009,117.31,50.36,12.3,5360,3,,,,0,0,5,1,Hamden,Choctaw County,Oklahoma,38.3,-98.77
150520,GREAT BEND 3 1,5361,KS,230,PQ,1.02148,234.941,52.02,,5361,,,,,0,0,5,1,Hamden,Choctaw County,Oklahoma,38.32,-98.79
150521,GREAT BEND 3 2,5361,KS,115,PQ,1.02065,117.375,50.44,24.5,5361,1.5,,,,0,0,5,1,Hamden,Choctaw County,Oklahoma,38.32,-98.79
150522,HAVEN 1,5362,KS,115,PQ,1.00952,116.095,35.18,9.9,5362,3.1,,,,0,0,5,1,Hamel,Madison County,Illinois,37.88,-97.77
150523,HOISINGTON 1 1,5363,KS,115,PQ,1.01945,117.237,48.37,5.2,5363,2.7,,,,0,0,5,1,Hamilton,Caldwell County,Missouri,38.6,-98.84
150524,HOISINGTON 2 1,5364,KS,115,PQ,1.02127,117.446,47.59,2.4,5364,0.4,,,,0,0,5,1,Hamilton,Steuben County,Indiana,38.54,-98.76
150525,STERLING 6 1,5365,KS,115,PQ,1.01597,116.837,43.22,3.3,5365,0.8,,,,0,0,5,1,Hamilton,Steuben County,Indiana,38.11,-98.31
150526,TURON 1,5366,KS,115,PQ,1.01554,116.787,49.14,4.5,5366,0.7,,,,0,0,5,1,Hamilton,Steuben County,Indiana,37.82,-98.47
150527,RUSSELL 1 1,5367,KS,115,PQ,1.02009,117.311,48.2,4.3,5367,1.2,,,,0,0,5,1,Hamilton,Steuben County,Indiana,38.79,-98.97
150528,DODGE CITY 1 1,5368,KS,115,PQ,1.02806,118.227,66.81,14.5,5368,1.8,,,,0,0,5,1,Hamilton,Allegan County,Michigan,37.71,-100.09
150529,DODGE CITY 2 1,5369,KS,230,PQ,1.03063,237.045,68.67,,5369,,,,,0,0,5,1,Hamilton,Allegan County,Michigan,37.69,-100.17
150530,DODGE CITY 2 2,5369,KS,115,PQ,1.02868,118.299,67.34,15.7,5369,2.4,,,,0,0,5,1,Hamilton,Allegan County,Michigan,37.69,-100.17
150531,DODGE CITY 2 3,5369,KS,13.8,PQ,1.02682,14.17,65.35,,5369,,,,,0,0,5,1,Hamilton,Allegan County,Michigan,37.69,-100.17
150532,DODGE CITY 2 4,5369,KS,1,PQ,1.02682,1.027,65.35,,5369,,,,,0,0,5,1,Hamilton,Allegan County,Michigan,37.69,-100.17
150533,DODGE CITY 3 1,5370,KS,115,PQ,1.02685,118.088,66.28,16.9,5370,0.8,,,,0,0,5,1,Hamilton,Hancock County,Illinois,37.78,-100.09
150534,DODGE CITY 4 1,5371,KS,115,PQ,1.02834,118.259,67.2,16.1,5371,3.2,,,,0,0,5,1,Hamilton,Hancock County,Illinois,37.73,-100.15
150535,FOWLER 7 1,5372,KS,115,PQ,1.029,118.335,68.84,2.3,5372,0.5,,,,0,0,5,1,Hamilton,Monroe County,Mississippi,37.39,-100.17
150536,TOPEKA 26 1,5373,KS,115,PQ,1.01127,116.296,16.45,12.8,5373,2.4,,,,0,0,5,1,Hammon,Roger Mills County,Oklahoma,39.05,-95.57
150537,WICHITA 44 1,5374,KS,115,PQ,1.01436,116.651,32.97,5.4,5374,1.5,,,,0,0,5,1,Hammond,Lake County,Indiana,37.79,-97.52
150538,HUMBOLDT 3 1,5375,KS,115,PQ,1.02451,117.819,16.36,1.9,5375,0.3,,,,0,0,5,1,Hammond,Lake County,Indiana,37.7,-95.46
150539,NASHVILLE 9 1,5376,KS,115,PQ,1.02091,117.405,52.79,2.1,5376,0.8,,,,0,0,5,1,Hammond,Lake County,Indiana,37.37,-98.46
150540,WRIGHT 1 1,5377,KS,115,PQ,1.02672,118.073,65.55,3.6,5377,1.1,,,,0,0,5,1,Hammond,Lake County,Indiana,37.82,-99.78
150541,IOLA 5 1,5378,KS,115,PQ,1.02562,117.946,16.76,0.6,5378,0.1,,,,0,0,5,1,Hammond,Lake County,Indiana,37.92,-95.43
150542,RUSSELL 2 1,5379,KS,115,PQ,1.02042,117.349,46.54,7.3,5379,1.7,,,,0,0,5,1,Hammond,Lake County,Indiana,38.9,-98.84
150543,LATHAM 1,5380,KS,115,PQ,1.02583,117.971,29.62,2.1,5380,1.2,,,,0,0,5,1,Hammond,Lake County,Indiana,37.58,-96.55
150544,ENSIGN 1,5381,KS,115,PQ,1.03186,118.664,69.66,0.2,5381,0.1,,,,0,0,5,1,Hammond,Lake County,Indiana,37.61,-100.28
150545,FORT DODGE 1,5382,KS,115,PQ,1.02827,118.252,66.37,0.2,5382,0.1,,,,0,0,5,1,Hammond,Lake County,Indiana,37.74,-99.95
150546,HUMBOLDT 4 1,5383,KS,115,PQ,1.02456,117.825,16.37,2.4,5383,0.3,,,,0,0,5,1,Hammond,Lake County,Indiana,37.7,-95.46
150547,BURLINGTON 7 1,5384,KS,115,PQ,1.02366,117.721,21.05,1.1,5384,0.4,,,,0,0,5,1,Hammond,Lake County,Indiana,38.24,-95.69
150548,OSAGE CITY 3 1,5385,KS,115,PQ,1.02165,117.49,20.23,2.6,5385,0.2,,,,0,0,5,1,Hammond,Lake County,Indiana,38.64,-95.82
150549,NEOSHO RAPIDS 1,5386,KS,115,PQ,1.02533,117.913,22.32,1.2,5386,0.1,,,,0,0,5,1,Hammond,Lake County,Indiana,38.45,-96.06
150550,ERIE 5 1,5387,KS,115,PQ,1.02368,117.724,14.36,6.3,5387,2.8,,,,0,0,5,1,Hammond,St. Croix County,Wisconsin,37.57,-95.24
150551,BELVUE 1,5388,KS,115,PQ,1.01776,117.043,24.33,0.7,5388,0.2,,,,0,0,5,1,Hammond,St. Croix County,Wisconsin,39.2,-96.31
150552,STERLING 7 1,5389,KS,115,PQ,1.01617,116.86,40.78,4.8,5389,2,,,,0,0,5,1,Hammond,Tangipahoa Parish,Louisiana,38.2,-98.2
150553,AUGUSTA 9 1,5390,KS,115,PQ,1.01534,116.764,31,11.3,5390,1.6,,,,0,0,5,1,Hammond,Lake County,Indiana,37.68,-96.98
