Load
BusNum,BusName,ID,MW,SMW,Mvar,SMvar,AreaName
180651,SALINE 1 1,D,6.50,6.50,0.80,0.800,MI
180652,SALINE 2 1,D,7.60,7.60,1.70,1.700,MI
180653,SALINE 3 1,D,5.50,5.50,1.60,1.600,MI
180654,SALINE 4 1,D,6.30,6.30,1.00,1.000,MI
180657,SOUTH LYON 1 3,D,21.70,21.70,7.80,7.800,MI
180658,SOUTH LYON 2 1,D,7.70,7.70,3.80,3.800,MI
180659,SOUTH LYON 3 1,D,7.30,7.30,1.40,1.400,MI
180660,SOUTH ROCKWOOD 1 1,D,2.90,2.90,1.40,1.400,MI
180661,TAYLOR 1 1,D,13.50,13.50,5.60,5.600,MI
180662,TAYLOR 2 1,D,15.80,15.80,1.40,1.400,MI
180663,TAYLOR 3 1,D,26.80,26.80,7.20,7.200,MI
180664,TAYLOR 4 1,D,29.70,29.70,5.10,5.100,MI
180665,TEMPERANCE 1 1,D,6.30,6.30,1.90,1.900,MI
180666,TEMPERANCE 2 1,D,7.00,7.00,1.00,1.000,MI
180668,TEMPERANCE 3 2,D,16.60,16.60,4.00,4.000,MI
180669,TEMPERANCE 4 1,D,7.00,7.00,1.10,1.100,MI
180670,WESTLAND 5 1,D,10.50,10.50,6.80,6.800,MI
180672,WESTLAND 6 2,D,29.10,29.10,7.80,7.800,MI
180675,WESTLAND 7 1,D,11.40,11.40,2.90,2.900,MI
180677,WESTLAND 8 2,D,27.00,27.00,3.50,3.500,MI
180678,WESTLAND 9 1,D,10.00,10.00,1.60,1.600,MI
180679,CANTON 17 1,D,11.30,11.30,1.00,1.000,MI
180680,CANTON 18 1,D,30.10,30.10,11.80,11.800,MI
180682,CANTON 19 2,D,12.90,12.90,5.00,5.000,MI
180683,CANTON 20 1,D,21.50,21.50,2.60,2.600,MI
180684,WHITMORE LAKE 1 1,D,5.40,5.40,1.20,1.200,MI
180685,WHITMORE LAKE 2 1,D,11.10,11.10,2.80,2.800,MI
180686,WYANDOTTE 1 1,D,8.50,8.50,2.40,2.400,MI
180687,SOUTHGATE 1 1,D,8.30,8.30,1.90,1.900,MI
180688,SOUTHGATE 2 1,D,9.40,9.40,1.50,1.500,MI
180689,SOUTHGATE 3 1,D,13.40,13.40,3.10,3.100,MI
180690,SOUTHGATE 4 1,D,8.50,8.50,5.90,5.900,MI
180691,YPSILANTI 5 1,D,13.80,13.80,4.10,4.100,MI
180693,YPSILANTI 6 2,D,14.10,14.10,6.60,6.600,MI
180694,YPSILANTI 7 1,D,13.20,13.20,6.00,6.000,MI
180696,YPSILANTI 8 2,D,13.60,13.60,2.30,2.300,MI
180697,YPSILANTI 9 1,D,13.80,13.80,2.00,2.000,MI
180698,DETROIT 40 1,D,3.90,3.90,1.10,1.100,MI
180699,DETROIT 41 1,D,12.40,12.40,0.90,0.900,MI
180701,DETROIT 42 2,D,33.30,33.30,10.00,10.000,MI
180702,DETROIT 43 1,D,25.40,25.40,2.40,2.400,MI
180703,DETROIT 44 1,D,33.30,33.30,0.50,0.500,MI
180704,DETROIT 45 1,D,6.70,6.70,2.10,2.100,MI
180705,DETROIT 46 1,D,5.40,5.40,2.00,2.000,MI
180706,DETROIT 47 1,D,7.50,7.50,1.10,1.100,MI
180707,DETROIT 48 1,D,18.10,18.10,3.20,3.200,MI
180708,DETROIT 49 1,D,17.80,17.80,10.70,10.700,MI
180709,HAMTRAMCK 1 1,D,10.90,10.90,1.30,1.300,MI
180710,HAMTRAMCK 2 1,D,21.70,21.70,7.20,7.200,MI
180712,HAMTRAMCK 3 2,D,41.20,41.20,1.20,1.200,MI
180715,DETROIT 50 1,D,6.30,6.30,1.20,1.200,MI
180716,DETROIT 51 1,D,12.40,12.40,6.70,6.700,MI
180717,DETROIT 52 1,D,5.80,5.80,2.50,2.500,MI
180718,FERNDALE 1 1,D,23.30,23.30,4.10,4.100,MI
180719,FERNDALE 2 1,D,18.40,18.40,12.60,12.600,MI
180721,DETROIT 53 2,D,21.30,21.30,1.60,1.600,MI
180722,DETROIT 54 1,D,17.80,17.80,5.30,5.300,MI
180724,DETROIT 55 2,D,46.70,46.70,18.60,18.600,MI
180725,DETROIT 56 1,D,9.40,9.40,0.70,0.700,MI
180726,DETROIT 57 1,D,16.10,16.10,3.00,3.000,MI
180727,DETROIT 58 1,D,12.20,12.20,2.40,2.400,MI
180729,DETROIT 59 2,D,20.50,20.50,6.90,6.900,MI
180730,DETROIT 60 1,D,17.40,17.40,4.00,4.000,MI
180731,DETROIT 61 1,D,16.00,16.00,4.30,4.300,MI
180732,DETROIT 62 1,D,26.80,26.80,7.50,7.500,MI
180733,DETROIT 63 1,D,17.40,17.40,4.80,4.800,MI
180734,DETROIT 64 1,D,15.70,15.70,4.70,4.700,MI
180735,DETROIT 65 1,D,29.00,29.00,10.10,10.100,MI
180736,DETROIT 66 1,D,22.40,22.40,4.10,4.100,MI
180737,DETROIT 67 1,D,14.80,14.80,2.00,2.000,MI
180738,GROSSE POINTE 5 1,D,9.60,9.60,0.60,0.600,MI
180739,GROSSE POINTE 6 1,D,8.70,8.70,1.70,1.700,MI
180740,OAK PARK 5 1,D,16.70,16.70,4.10,4.100,MI
180741,DETROIT 68 1,D,12.20,12.20,5.50,5.500,MI
180743,DETROIT 69 2,D,26.20,26.20,2.30,2.300,MI
180744,BLOOMFIELD HILLS 1,D,16.00,16.00,2.60,2.600,MI
180745,ROCHESTER 25 1,D,8.30,8.30,1.80,1.800,MI
180746,ROCHESTER 26 1,D,11.20,11.20,0.60,0.600,MI
180747,ROCHESTER 27 1,D,11.70,11.70,3.20,3.200,MI
180748,ROCHESTER 28 1,D,20.30,20.30,8.40,8.400,MI
180750,ROCHESTER 29 2,D,32.20,32.20,7.30,7.300,MI
180751,ROCHESTER 30 1,D,15.40,15.40,3.00,3.000,MI
180752,ROCHESTER 31 1,D,29.30,29.30,13.70,13.700,MI
180755,ROCHESTER 32 3,D,29.80,29.80,6.60,6.600,MI
180756,ROCHESTER 33 1,D,17.80,17.80,9.00,9.000,MI
180757,STERLING HEIGHTS 1 1,D,19.90,19.90,5.00,5.000,MI
180759,STERLING HEIGHTS 2 2,D,33.70,33.70,3.50,3.500,MI
180761,STERLING HEIGHTS 3 2,D,29.50,29.50,5.40,5.400,MI
180763,STERLING HEIGHTS 4 2,D,25.20,25.20,12.20,12.200,MI
180764,STERLING HEIGHTS 5 1,D,9.20,9.20,3.60,3.600,MI
180765,STERLING HEIGHTS 6 1,D,23.00,23.00,6.90,6.900,MI
180766,STERLING HEIGHTS 7 1,D,16.90,16.90,3.40,3.400,MI
180767,STERLING HEIGHTS 8 1,D,15.20,15.20,3.90,3.900,MI
180768,STERLING HEIGHTS 9 1,D,7.80,7.80,2.60,2.600,MI
180769,UTICA 7 1,D,6.60,6.60,1.00,1.000,MI
180770,UTICA 8 1,D,7.50,7.50,1.50,1.500,MI
180771,UTICA 9 1,D,7.50,7.50,1.90,1.900,MI
180772,UTICA 10 1,D,18.70,18.70,1.60,1.600,MI
180774,UTICA 11 2,D,21.40,21.40,2.70,2.700,MI
180775,WEST BLOOMFIELD 1 1,D,12.40,12.40,3.70,3.700,MI
180776,WEST BLOOMFIELD 2 1,D,18.60,18.60,5.80,5.800,MI
180777,WEST BLOOMFIELD 3 1,D,10.70,10.70,1.50,1.500,MI
180778,AUBURN HILLS 1 1,D,22.20,22.20,8.70,8.700,MI
180779,AUBURN HILLS 2 1,D,10.50,10.50,2.60,2.600,MI
180780,AUBURN HILLS 3 1,D,6.10,6.10,3.50,3.500,MI
180781,WATERFORD 4 1,D,18.60,18.60,11.40,11.400,MI
180782,WATERFORD 5 1,D,10.60,10.60,2.30,2.300,MI
180783,WATERFORD 6 1,D,18.20,18.20,11.10,11.100,MI
180784,WATERFORD 7 1,D,8.40,8.40,1.20,1.200,MI
180785,WATERFORD 8 1,D,18.30,18.30,6.00,6.000,MI
180786,WATERFORD 9 1,D,14.50,14.50,4.30,4.300,MI
180789,WATERFORD 10 3,D,23.20,23.20,6.50,6.500,MI
180790,WATERFORD 11 1,D,6.80,6.80,1.10,1.100,MI
180791,WATERFORD 12 1,D,7.60,7.60,1.10,1.100,MI
180792,FARMINGTON 13 1,D,24.20,24.20,10.80,10.800,MI
180793,FARMINGTON 14 1,D,12.40,12.40,0.40,0.400,MI
180794,FARMINGTON 15 1,D,11.00,11.00,4.30,4.300,MI
180795,FARMINGTON 16 1,D,20.00,20.00,0.80,0.800,MI
180796,FARMINGTON 17 1,D,11.80,11.80,3.50,3.500,MI
180797,FARMINGTON 18 1,D,14.70,14.70,1.10,1.100,MI
180798,FARMINGTON 19 1,D,12.80,12.80,2.90,2.900,MI
180799,FARMINGTON 20 1,D,19.80,19.80,3.50,3.500,MI
180801,FARMINGTON 21 2,D,19.60,19.60,7.80,7.800,MI
180804,PONTIAC 4 3,D,22.40,22.40,5.50,5.500,MI
180805,PONTIAC 5 1,D,21.00,21.00,5.40,5.400,MI
180807,PONTIAC 6 2,D,25.90,25.90,7.80,7.800,MI
180808,CLARKSTON 1 1,D,6.60,6.60,2.60,2.600,MI
180809,CLARKSTON 2 1,D,7.70,7.70,2.90,2.900,MI
180810,CLARKSTON 3 1,D,12.00,12.00,3.50,3.500,MI
180811,CLARKSTON 4 1,D,9.90,9.90,3.30,3.300,MI
180812,CLARKSTON 5 1,D,6.90,6.90,2.40,2.400,MI
180813,CLARKSTON 6 1,D,13.70,13.70,2.50,2.500,MI
180814,HIGHLAND 11 1,D,8.00,8.00,3.30,3.300,MI
180815,LAKE ORION 1 1,D,4.30,4.30,2.10,2.100,MI
180816,LAKE ORION 2 1,D,4.10,4.10,0.50,0.500,MI
180817,LAKE ORION 3 1,D,5.40,5.40,0.80,0.800,MI
180818,OXFORD 6 1,D,8.80,8.80,2.30,2.300,MI
180820,OXFORD 7 2,D,8.00,8.00,1.60,1.600,MI
180822,OXFORD 8 2,D,11.10,11.10,2.60,2.600,MI
180823,OXFORD 9 1,D,9.90,9.90,5.50,5.500,MI
180824,NOVI 1 1,D,8.90,8.90,0.80,0.800,MI
180825,NOVI 2 1,D,12.20,12.20,1.40,1.400,MI
180826,MILFORD 4 1,D,9.90,9.90,0.90,0.900,MI
180827,COMMERCE TOWNSHIP 1 1,D,17.80,17.80,2.50,2.500,MI
180828,COMMERCE TOWNSHIP 2 1,D,15.60,15.60,1.90,1.900,MI
180831,WHITE LAKE 2 3,D,23.20,23.20,1.30,1.300,MI
180832,WHITE LAKE 3 1,D,12.30,12.30,1.30,1.300,MI
180833,WHITE LAKE 4 1,D,4.30,4.30,0.80,0.800,MI
180834,WALLED LAKE 1 1,D,23.00,23.00,9.20,9.200,MI
180835,WALLED LAKE 2 1,D,10.70,10.70,1.60,1.600,MI
180836,WIXOM 1 1,D,8.20,8.20,2.10,2.100,MI
180837,WIXOM 2 1,D,6.80,6.80,1.70,1.700,MI
180838,ATTICA 3 1,D,6.80,6.80,1.50,1.500,MI
180839,BIRCH RUN 1 1,D,4.60,4.60,0.40,0.400,MI
180840,BIRCH RUN 2 1,D,7.50,7.50,1.00,1.000,MI
180841,BROWN CITY 1,D,5.40,5.40,1.00,1.000,MI
180842,CLIO 1 1,D,7.50,7.50,1.50,1.500,MI
180843,CLIO 2 1,D,6.50,6.50,1.10,1.100,MI
180844,COLUMBIAVILLE 1 1,D,2.90,2.90,1.70,1.700,MI
180845,COLUMBIAVILLE 2 1,D,7.90,7.90,1.40,1.400,MI
180847,CROSWELL 1 2,D,7.10,7.10,0.80,0.800,MI
180848,CROSWELL 2 1,D,4.30,4.30,1.30,1.300,MI
180849,CROSWELL 3 1,D,6.10,6.10,1.10,1.100,MI
180852,DAVISON 1 3,D,20.60,20.60,5.10,5.100,MI
180853,DAVISON 2 1,D,19.70,19.70,11.30,11.300,MI
180855,DECKERVILLE 2,D,7.60,7.60,1.30,1.300,MI
180856,DRYDEN 1,D,3.50,3.50,1.20,1.200,MI
180857,DURAND 3 1,D,4.00,4.00,0.70,0.700,MI
180858,DURAND 4 1,D,6.50,6.50,0.40,0.400,MI
180859,FENTON 5 1,D,8.30,8.30,2.50,2.500,MI
180861,FENTON 6 2,D,14.30,14.30,3.20,3.200,MI
180863,FENTON 7 2,D,13.00,13.00,2.80,2.800,MI
180864,FENTON 8 1,D,10.00,10.00,2.50,2.500,MI
180865,FLUSHING 1 1,D,12.50,12.50,4.00,4.000,MI
180867,FLUSHING 2 2,D,13.00,13.00,7.80,7.800,MI
180868,FLUSHING 3 1,D,9.30,9.30,1.60,1.600,MI
180871,GRAND BLANC 1 3,D,18.90,18.90,2.60,2.600,MI
180872,GRAND BLANC 2 1,D,13.80,13.80,4.00,4.000,MI
180874,GRAND BLANC 3 2,D,14.40,14.40,2.70,2.700,MI
180875,GRAND BLANC 4 1,D,13.50,13.50,3.30,3.300,MI
180876,GRAND BLANC 5 1,D,11.00,11.00,2.70,2.700,MI
180877,HOLLY 1 1,D,10.00,10.00,2.40,2.400,MI
180878,HOLLY 2 1,D,9.20,9.20,5.30,5.300,MI
180879,HOLLY 3 1,D,4.60,4.60,0.90,0.900,MI
180882,IMLAY CITY 1 3,D,11.80,11.80,1.50,1.500,MI
180885,IMLAY CITY 2 1,D,4.10,4.10,0.60,0.600,MI
180886,LAPEER 1 1,D,8.90,8.90,4.10,4.100,MI
180887,LAPEER 2 1,D,11.40,11.40,4.00,4.000,MI
180889,LAPEER 3 2,D,8.80,8.80,3.00,3.000,MI
180890,LAPEER 4 1,D,9.40,9.40,3.60,3.600,MI
180891,LEXINGTON 12 1,D,1.90,1.90,0.80,0.800,MI
180892,LEXINGTON 13 1,D,2.00,2.00,0.30,0.300,MI
180893,LINDEN 1 1,D,5.60,5.60,1.20,1.200,MI
180894,LINDEN 2 1,D,5.80,5.80,0.70,0.700,MI
180895,LINDEN 3 1,D,6.50,6.50,2.50,2.500,MI
180896,MARLETTE 1 1,D,5.00,5.00,1.10,1.100,MI
180897,MARLETTE 2 1,D,3.50,3.50,1.30,1.300,MI
180898,MINDEN CITY 1 1,D,1.40,1.40,0.40,0.400,MI
180899,MOUNT MORRIS 4 1,D,7.50,7.50,1.10,1.100,MI
180900,NORTH BRANCH 3 1,D,3.00,3.00,1.30,1.300,MI
180901,NORTH BRANCH 4 1,D,6.80,6.80,1.10,1.100,MI
180902,ORTONVILLE 2 1,D,7.70,7.70,3.00,3.000,MI
180903,ORTONVILLE 3 1,D,7.70,7.70,1.20,1.200,MI
180904,SANDUSKY 1 1,D,5.70,5.70,0.70,0.700,MI
180905,SANDUSKY 2 1,D,4.90,4.90,1.80,1.800,MI
180908,SWARTZ CREEK 1 3,D,12.10,12.10,1.10,1.100,MI
180909,SWARTZ CREEK 2 1,D,7.90,7.90,4.90,4.900,MI
180910,SWARTZ CREEK 3 1,D,6.50,6.50,2.30,2.300,MI
180911,FLINT 1 1,D,10.80,10.80,1.20,1.200,MI
180912,FLINT 2 1,D,18.40,18.40,8.00,8.000,MI
180915,FLINT 3 3,D,18.10,18.10,2.10,2.100,MI
180916,FLINT 4 1,D,9.30,9.30,3.30,3.300,MI
180918,FLINT 5 2,D,21.60,21.60,12.20,12.200,MI
180919,FLINT 6 1,D,21.80,21.80,4.90,4.900,MI
180920,FLINT 7 1,D,7.70,7.70,2.80,2.800,MI
180921,FLINT 8 1,D,7.00,7.00,2.10,2.100,MI
180922,FLINT 9 1,D,17.80,17.80,5.50,5.500,MI
180923,FLINT 10 1,D,27.80,27.80,17.00,17.000,MI
180925,FLINT 11 2,D,11.80,11.80,2.20,2.200,MI
180926,FLINT 12 1,D,24.30,24.30,8.20,8.200,MI
180927,FLINT 13 1,D,9.70,9.70,2.00,2.000,MI
180928,FLINT 14 1,D,8.90,8.90,0.20,0.200,MI
180929,FLINT 15 1,D,9.30,9.30,2.60,2.600,MI
180931,FLINT 16 2,D,19.20,19.20,2.80,2.800,MI
180932,BURTON 1 1,D,6.40,6.40,2.40,2.400,MI
180933,BURTON 2 1,D,7.30,7.30,1.00,1.000,MI
180934,FLINT 17 1,D,9.20,9.20,0.40,0.400,MI
180935,SAGINAW 2 1,D,11.60,11.60,2.20,2.200,MI
180938,SAGINAW 3 3,D,18.10,18.10,8.10,8.100,MI
180939,SAGINAW 4 1,D,12.00,12.00,2.90,2.900,MI
180940,SAGINAW 5 1,D,10.80,10.80,2.70,2.700,MI
180941,SAGINAW 6 1,D,10.40,10.40,3.00,3.000,MI
180942,SAGINAW 7 1,D,8.80,8.80,1.70,1.700,MI
180945,SAGINAW 8 3,D,21.60,21.60,5.10,5.100,MI
180946,SAGINAW 9 1,D,8.90,8.90,1.30,1.300,MI
180948,SAGINAW 10 2,D,12.70,12.70,4.20,4.200,MI
180949,SAGINAW 11 1,D,12.80,12.80,1.90,1.900,MI
180950,SAGINAW 12 1,D,7.80,7.80,2.90,2.900,MI
180951,SAGINAW 13 1,D,5.00,5.00,1.40,1.400,MI
180952,SAGINAW 14 1,D,10.80,10.80,0.80,0.800,MI
180953,ALGER 1,D,2.50,2.50,0.40,0.400,MI
180954,AUBURN 8 1,D,2.80,2.80,0.30,0.300,MI
180955,AUBURN 9 1,D,2.50,2.50,0.70,0.700,MI
180956,BEAVERTON 1 1,D,3.70,3.70,1.60,1.600,MI
180957,BEAVERTON 2 1,D,8.00,8.00,2.40,2.400,MI
180958,CHESANING 1 1,D,5.20,5.20,0.40,0.400,MI
180959,CHESANING 2 1,D,4.80,4.80,0.80,0.800,MI
180960,CLARE 1 1,D,4.00,4.00,2.30,2.300,MI
180963,CLARE 2 3,D,9.70,9.70,2.00,2.000,MI
180966,COLEMAN 2 1,D,5.00,5.00,0.60,0.600,MI
180967,FARWELL 1 1,D,2.70,2.70,1.00,1.000,MI
180968,FARWELL 2 1,D,5.00,5.00,2.00,2.000,MI
180969,FREELAND 1 1,D,8.80,8.80,1.30,1.300,MI
180970,FREELAND 2 1,D,10.40,10.40,2.60,2.600,MI
180971,GLADWIN 1 1,D,9.10,9.10,2.00,2.000,MI
180974,GLADWIN 2 3,D,9.20,9.20,1.50,1.500,MI
180976,HARRISON 1 2,D,5.40,5.40,0.70,0.700,MI
180977,HARRISON 2 1,D,4.50,4.50,0.20,0.200,MI
180978,HARRISON 3 1,D,4.60,4.60,0.90,0.900,MI
180979,HEMLOCK 1,D,2.70,2.70,0.70,0.700,MI
180980,HOUGHTON LAKE 1 1,D,3.20,3.20,0.30,0.300,MI
180981,HOUGHTON LAKE 2 1,D,3.50,3.50,1.00,1.000,MI
180982,HOUGHTON LAKE 3 1,D,3.20,3.20,1.40,1.400,MI
180983,KAWKAWLIN 1,D,7.60,7.60,2.20,2.200,MI
180984,LAKE 3 1,D,6.00,6.00,1.10,1.100,MI
180985,MERRILL 4 1,D,5.80,5.80,1.40,1.400,MI
180986,SAGINAW 15 1,D,5.70,5.70,1.10,1.100,MI
180987,MIDLAND 1 1,D,10.60,10.60,2.40,2.400,MI
180988,MIDLAND 2 1,D,11.90,11.90,1.80,1.800,MI
180990,MIDLAND 3 2,D,18.90,18.90,1.50,1.500,MI
180991,MIDLAND 4 1,D,9.40,9.40,2.00,2.000,MI
180994,MIDLAND 5 3,D,18.00,18.00,8.10,8.100,MI
180995,MIDLAND 6 1,D,12.00,12.00,2.40,2.400,MI
180996,PINCONNING 1 1,D,5.80,5.80,0.90,0.900,MI
180999,PINCONNING 2 3,D,7.60,7.60,1.70,1.700,MI
181000,PRUDENVILLE 1,D,5.00,5.00,0.80,0.800,MI
181001,RHODES 1,D,2.40,2.40,0.50,0.500,MI
181002,ROSCOMMON 1 1,D,4.00,4.00,1.30,1.300,MI
181003,ROSCOMMON 2 1,D,3.60,3.60,1.00,1.000,MI
181005,ROSCOMMON 3 2,D,3.80,3.80,1.30,1.300,MI
181006,ROSE CITY 1,D,3.00,3.00,1.50,1.500,MI
181007,SAINT CHARLES 21 1,D,5.60,5.60,0.40,0.400,MI
181009,SAINT CHARLES 22 2,D,6.20,6.20,3.50,3.500,MI
181010,SAINT HELEN 1,D,4.60,4.60,1.50,1.500,MI
181012,SANFORD 1 2,D,7.20,7.20,2.40,2.400,MI
181013,STANDISH 1,D,3.70,3.70,1.20,1.200,MI
181014,STERLING 5 1,D,5.10,5.10,1.00,1.000,MI
181017,WEST BRANCH 1 3,D,9.30,9.30,3.90,3.900,MI
181018,WEST BRANCH 2 1,D,4.10,4.10,0.30,0.300,MI
181019,AU GRES 1,D,4.00,4.00,2.00,2.000,MI
181022,BAY CITY 1 3,D,17.00,17.00,4.10,4.100,MI
181023,BAY CITY 2 1,D,15.50,15.50,2.00,2.000,MI
181024,BAY CITY 3 1,D,11.90,11.90,2.40,2.400,MI
181026,BAY CITY 4 2,D,18.50,18.50,0.30,0.300,MI
181027,BAY CITY 5 1,D,7.60,7.60,5.30,5.300,MI
181028,BAY CITY 6 1,D,9.50,9.50,2.80,2.800,MI
181029,BAY CITY 7 1,D,9.30,9.30,1.50,1.500,MI
181030,BAY CITY 8 1,D,8.90,8.90,5.60,5.600,MI
181031,CARO 1 1,D,7.50,7.50,1.80,1.800,MI
181032,CARO 2 1,D,5.40,5.40,0.60,0.600,MI
181033,CARO 3 1,D,5.00,5.00,1.60,1.600,MI
181034,EAST TAWAS 1,D,1.60,1.60,0.60,0.600,MI
181035,ESSEXVILLE 1 1,D,5.10,5.10,1.70,1.700,MI
181036,ESSEXVILLE 2 1,D,5.40,5.40,1.00,1.000,MI
181037,ESSEXVILLE 3 1,D,4.70,4.70,1.60,1.600,MI
181038,FRANKENMUTH 1 1,D,2.50,2.50,1.20,1.200,MI
181039,FRANKENMUTH 2 1,D,8.10,8.10,1.80,1.800,MI
181040,HALE 2 1,D,3.10,3.10,1.90,1.900,MI
181041,HALE 3 1,D,3.70,3.70,0.20,0.200,MI
181042,HARRISVILLE 1,D,3.90,3.90,0.50,0.500,MI
181043,KINGSTON 3 1,D,3.20,3.20,1.40,1.400,MI
181044,MAYVILLE 4 1,D,3.30,3.30,0.80,0.800,MI
181045,MAYVILLE 5 1,D,2.80,2.80,0.60,0.600,MI
181046,MILLINGTON 1 1,D,3.60,3.60,1.10,1.100,MI
181047,MILLINGTON 2 1,D,5.00,5.00,1.50,1.500,MI
181048,OSCODA 1 1,D,4.90,4.90,0.20,0.200,MI
181049,PIGEON 1 1,D,3.00,3.00,0.90,0.900,MI
181050,PRESCOTT 2 1,D,1.80,1.80,0.20,0.200,MI
181051,PRESCOTT 3 1,D,5.20,5.20,2.60,2.600,MI
181053,TAWAS CITY 1 2,D,6.70,6.70,2.10,2.100,MI
181054,TAWAS CITY 2 1,D,3.10,3.10,0.30,0.300,MI
181055,VASSAR 1 1,D,7.30,7.30,1.90,1.900,MI
181057,VASSAR 2 2,D,6.70,6.70,1.40,1.400,MI
181058,VASSAR 3 1,D,3.90,3.90,0.70,0.700,MI
181059,ALMA 4 1,D,4.40,4.40,1.20,1.200,MI
181060,ALMA 5 1,D,5.30,5.30,0.80,0.800,MI
181061,ALMA 6 1,D,8.00,8.00,1.90,1.900,MI
181062,BELDING 1 1,D,4.40,4.40,0.90,0.900,MI
181063,BELDING 2 1,D,4.40,4.40,0.70,0.700,MI
181064,CARSON CITY 1 1,D,10.00,10.00,4.00,4.000,MI
181065,CHARLOTTE 1 1,D,8.70,8.70,5.60,5.600,MI
181066,CHARLOTTE 2 1,D,6.00,6.00,1.30,1.300,MI
181069,CHARLOTTE 3 3,D,13.90,13.90,2.00,2.000,MI
181072,CRYSTAL 1,D,4.70,4.70,1.00,1.000,MI
181073,DEWITT 1 1,D,5.20,5.20,0.30,0.300,MI
181074,DEWITT 2 1,D,5.20,5.20,0.50,0.500,MI
181075,DIMONDALE 1 1,D,5.70,5.70,1.10,1.100,MI
181076,EAST LANSING 1 1,D,20.80,20.80,6.10,6.100,MI
181077,EAST LANSING 2 1,D,16.90,16.90,12.90,12.900,MI
181078,EAST LANSING 3 1,D,12.60,12.60,4.80,4.800,MI
181079,EAST LANSING 4 1,D,14.10,14.10,2.20,2.200,MI
181080,EATON RAPIDS 1 1,D,5.70,5.70,1.20,1.200,MI
181081,EATON RAPIDS 2 1,D,6.60,6.60,2.50,2.500,MI
181083,EATON RAPIDS 3 2,D,9.70,9.70,4.20,4.200,MI
181084,ELSIE 1,D,4.70,4.70,0.30,0.300,MI
181085,FOWLER 6 1,D,3.80,3.80,0.20,0.200,MI
181086,FOWLERVILLE 1 1,D,5.00,5.00,1.70,1.700,MI
181087,FOWLERVILLE 2 1,D,7.20,7.20,2.50,2.500,MI
181088,FOWLERVILLE 3 1,D,5.30,5.30,1.00,1.000,MI
181090,GRAND LEDGE 1 2,D,14.50,14.50,8.50,8.500,MI
181091,GRAND LEDGE 2 1,D,14.30,14.30,8.50,8.500,MI
181092,GREENVILLE 12 1,D,6.60,6.60,0.80,0.800,MI
181093,GREENVILLE 13 1,D,10.40,10.40,0.70,0.700,MI
181096,GREENVILLE 14 3,D,7.80,7.80,3.20,3.200,MI
181097,HASLETT 1 1,D,4.90,4.90,5.20,5.200,MI
181098,HASLETT 2 1,D,4.40,4.40,0.50,0.500,MI
181099,HOLT 1 1,D,6.20,6.20,1.20,1.200,MI
181100,HOLT 2 1,D,5.40,5.40,1.20,1.200,MI
181101,HOLT 3 1,D,6.70,6.70,2.30,2.300,MI
181102,HOWELL 1 1,D,13.70,13.70,3.30,3.300,MI
181103,HOWELL 2 1,D,11.20,11.20,2.40,2.400,MI
181104,HOWELL 3 1,D,12.80,12.80,0.80,0.800,MI
181107,HOWELL 4 3,D,19.70,19.70,6.30,6.300,MI
181109,IONIA 1 2,D,10.00,10.00,1.40,1.400,MI
181112,IONIA 2 3,D,14.10,14.10,1.80,1.800,MI
181113,IONIA 3 1,D,6.70,6.70,1.60,1.600,MI
181114,ITHACA 1 1,D,7.50,7.50,1.20,1.200,MI
181115,ITHACA 2 1,D,5.80,5.80,0.30,0.300,MI
181116,LAINGSBURG 1,D,4.70,4.70,1.40,1.400,MI
181117,LAKE ODESSA 1 1,D,7.50,7.50,1.90,1.900,MI
181118,LAKE ODESSA 2 1,D,5.10,5.10,1.60,1.600,MI
181119,LYONS 5 1,D,4.00,4.00,0.20,0.200,MI
181120,MASON 4 1,D,6.40,6.40,0.70,0.700,MI
181121,MASON 5 1,D,9.20,9.20,0.90,0.900,MI
181124,MASON 6 3,D,12.90,12.90,2.70,2.700,MI
181125,HOWELL 5 1,D,8.00,8.00,2.70,2.700,MI
181126,HOWELL 6 1,D,5.60,5.60,1.90,1.900,MI
181127,HOWELL 7 1,D,6.00,6.00,1.60,1.600,MI
181130,MOUNT PLEASANT 5 3,D,17.20,17.20,2.70,2.700,MI
181131,MOUNT PLEASANT 6 1,D,11.50,11.50,3.00,3.000,MI
181133,MOUNT PLEASANT 7 2,D,12.10,12.10,2.90,2.900,MI
181134,MOUNT PLEASANT 8 1,D,11.10,11.10,3.90,3.900,MI
181135,MOUNT PLEASANT 9 1,D,13.40,13.40,0.70,0.700,MI
181136,OKEMOS 1 1,D,7.70,7.70,1.40,1.400,MI
181138,OKEMOS 2 2,D,5.20,5.20,2.20,2.200,MI
181139,OKEMOS 3 1,D,6.30,6.30,2.50,2.500,MI
181140,OVID 1,D,3.90,3.90,0.80,0.800,MI
181141,OWOSSO 1 1,D,9.10,9.10,1.80,1.800,MI
181144,OWOSSO 2 3,D,12.10,12.10,2.60,2.600,MI
181145,OWOSSO 3 1,D,5.40,5.40,2.30,2.300,MI
181147,OWOSSO 4 2,D,9.10,9.10,3.00,3.000,MI
181148,PERRY 4 1,D,3.60,3.60,1.70,1.700,MI
181150,PERRY 5 2,D,6.50,6.50,2.90,2.900,MI
181151,PORTLAND 5 1,D,11.70,11.70,2.80,2.800,MI
181152,SAINT JOHNS 1 1,D,10.20,10.20,2.10,2.100,MI
