Gen
Number of Bus,Name of Bus,ID,Area Name of Gen,AGC,Fast Start,OPF Fast Start Status,OPF MW Control,Gen MW,Cost Shift $/MWh,Cost Multiplier,Cost $/Hr (generation only),MW Marg. Cost of Bus,IC for OPF,Initial MW,Initial Cost,Delta MW,Delta Cost,Min MW,Max MW,Cost Model,# Cost Curve Points,Fuel Type,Profit $/hr
191910,Pegasus Community Solar 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.23,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191912,Antares Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.18,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191912,Antares Community Solar 2,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.18,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191913,Antares Community Solar 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.18,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191915,Corvus Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,0.9,Piecewise Linear,5,SUN (Solar),0.00
191916,Corvus Community Solar 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,0.9,Piecewise Linear,5,SUN (Solar),0.00
191916,Corvus Community Solar 3,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,0.9,Piecewise Linear,5,SUN (Solar),0.00
191917,Corvus Community Solar 4,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,0.9,Piecewise Linear,5,SUN (Solar),0.00
191917,Corvus Community Solar 4,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,0.9,Piecewise Linear,5,SUN (Solar),0.00
191919,Capella Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.15,0.00,0.0,0.00,0.0,0.00,0.0,0.9,Piecewise Linear,5,SUN (Solar),0.00
191920,Capella Community Solar 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.15,0.00,0.0,0.00,0.0,0.00,0.0,0.9,Piecewise Linear,5,SUN (Solar),0.00
191920,Capella Community Solar 3,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.15,0.00,0.0,0.00,0.0,0.00,0.0,0.9,Piecewise Linear,5,SUN (Solar),0.00
191921,Capella Community Solar 4,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.15,0.00,0.0,0.00,0.0,0.00,0.0,0.9,Piecewise Linear,5,SUN (Solar),0.00
191922,Capella Community Solar 5,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.15,0.00,0.0,0.00,0.0,0.00,0.0,0.9,Piecewise Linear,5,SUN (Solar),0.00
191924,Carina Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.35,0.00,0.0,0.00,0.0,0.00,0.0,0.9,Piecewise Linear,5,SUN (Solar),0.00
191924,Carina Community Solar 2,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.35,0.00,0.0,0.00,0.0,0.00,0.0,0.9,Piecewise Linear,5,SUN (Solar),0.00
191925,Carina Community Solar 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.35,0.00,0.0,0.00,0.0,0.00,0.0,0.9,Piecewise Linear,5,SUN (Solar),0.00
191925,Carina Community Solar 3,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.35,0.00,0.0,0.00,0.0,0.00,0.0,0.9,Piecewise Linear,5,SUN (Solar),0.00
191927,Caelum Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.29,0.00,0.0,0.00,0.0,0.00,0.0,0.9,Piecewise Linear,5,SUN (Solar),0.00
191928,Caelum Community Solar 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.29,0.00,0.0,0.00,0.0,0.00,0.0,0.9,Piecewise Linear,5,SUN (Solar),0.00
191930,Andromeda Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.30,0.00,0.0,0.00,0.0,0.00,0.0,0.9,Piecewise Linear,5,SUN (Solar),0.00
191930,Andromeda Community Solar 2,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.30,0.00,0.0,0.00,0.0,0.00,0.0,0.9,Piecewise Linear,5,SUN (Solar),0.00
191931,Andromeda Community Solar 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.30,0.00,0.0,0.00,0.0,0.00,0.0,0.9,Piecewise Linear,5,SUN (Solar),0.00
191931,Andromeda Community Solar 3,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.30,0.00,0.0,0.00,0.0,0.00,0.0,0.9,Piecewise Linear,5,SUN (Solar),0.00
191932,Andromeda Community Solar 4,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.30,0.00,0.0,0.00,0.0,0.00,0.0,0.9,Piecewise Linear,5,SUN (Solar),0.00
191934,Lyra Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.30,0.00,0.0,0.00,0.0,0.00,0.0,0.9,Piecewise Linear,5,SUN (Solar),0.00
191935,Lyra Community Solar 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.30,0.00,0.0,0.00,0.0,0.00,0.0,0.9,Piecewise Linear,5,SUN (Solar),0.00
191937,Lyra Community Solar 5,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.30,0.00,0.0,0.00,0.0,0.00,0.0,0.9,Piecewise Linear,5,SUN (Solar),0.00
191939,Argo Navis Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.34,0.00,0.0,0.00,0.0,0.00,0.0,0.9,Piecewise Linear,5,SUN (Solar),0.00
191939,Argo Navis Community Solar 2,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.34,0.00,0.0,0.00,0.0,0.00,0.0,0.9,Piecewise Linear,5,SUN (Solar),0.00
191940,Argo Navis Community Solar 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.34,0.00,0.0,0.00,0.0,0.00,0.0,0.9,Piecewise Linear,5,SUN (Solar),0.00
191942,Lahr 1  LLC 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.26,0.00,0.0,0.00,0.0,0.00,0.0,5.0,Piecewise Linear,5,SUN (Solar),0.00
191944,Crater Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.21,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191944,Crater Community Solar 2,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.21,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191945,Crater Community Solar 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.21,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191947,Delphinus Community Solar 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191947,Delphinus Community Solar 2,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191951,Red Pine Wind Project 4,1,MN,YES,NO,,If Agcable,160.0,0.000,1.000,-2484.80,-1.16,3.95,160.0,-2484.79,0.0,-0.01,0.0,200.0,Piecewise Linear,5,WND (Wind),2299.60
191953,Equuleus Community Solar Gardens 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191953,Equuleus Community Solar Gardens 2,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191954,Equuleus Community Solar Gardens 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191955,Equuleus Community Solar Gardens 4,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191955,Equuleus Community Solar Gardens 4,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191957,DodgeSun CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191957,DodgeSun CSG 2,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191958,DodgeSun CSG 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191959,DodgeSun CSG 4,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191959,DodgeSun CSG 4,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191961,Johnson Solar CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.15,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191961,Johnson Solar CSG 2,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.15,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191962,Johnson Solar CSG 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.15,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191962,Johnson Solar CSG 3,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.15,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191963,Johnson Solar CSG 4,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.15,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191965,Koppelman Sun CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191966,Koppelman Sun CSG 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191968,Koppelman Sun CSG 5,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191968,Koppelman Sun CSG 5,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191969,Koppelman Sun CSG 6,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191971,Lindstrom Solar CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.34,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191971,Lindstrom Solar CSG 2,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.34,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191972,Lindstrom Solar CSG 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.34,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191974,Rengstorf Solar CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.26,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191975,Rengstorf Solar CSG 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.26,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191977,Rengstorf Solar CSG 5,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.26,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191977,Rengstorf Solar CSG 5,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.26,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191978,Rengstorf Solar CSG 6,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.26,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191980,St. Cloud Solar CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191981,St. Cloud Solar CSG 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191982,St. Cloud Solar CSG 4,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191982,St. Cloud Solar CSG 4,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191983,St. Cloud Solar CSG 5,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191985,Gopher CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.34,0.00,0.0,0.00,0.0,0.00,0.0,5.0,Piecewise Linear,5,SUN (Solar),0.00
191987,Richmond CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.26,0.00,0.0,0.00,0.0,0.00,0.0,5.0,Piecewise Linear,5,SUN (Solar),0.00
191989,Taylors Falls CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.34,0.00,0.0,0.00,0.0,0.00,0.0,5.0,Piecewise Linear,5,SUN (Solar),0.00
191991,Northfield Holdco CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.32,0.00,0.0,0.00,0.0,0.00,0.0,5.0,Piecewise Linear,5,SUN (Solar),0.00
191993,Waterford Holdco CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.32,0.00,0.0,0.00,0.0,0.00,0.0,2.7,Piecewise Linear,5,SUN (Solar),0.00
191995,B.R. Corcoran CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.32,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191995,B.R. Corcoran CSG 2,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.32,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191996,B.R. Corcoran CSG 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.32,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191996,B.R. Corcoran CSG 3,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.32,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191997,B.R. Corcoran CSG 4,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.32,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191999,B.R. Sartell CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.27,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
191999,B.R. Sartell CSG 2,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.27,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192000,B.R. Sartell CSG 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.27,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192005,B.R. Sauk Rapids CSG 5,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192005,B.R. Sauk Rapids CSG 5,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192006,B.R. Sauk Rapids CSG 6,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192006,B.R. Sauk Rapids CSG 6,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192007,B.R. Sauk Rapids CSG 7,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192009,Montgomery Winsted CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.29,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192010,Montgomery Winsted CSG 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.29,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192010,Montgomery Winsted CSG 3,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.29,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192012,SunE Feely 1 CSG  LLC 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192012,SunE Feely 1 CSG  LLC 2,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192013,SunE Feely 1 CSG  LLC 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192014,SunE Feely 1 CSG  LLC 4,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192015,SunE Feely 1 CSG  LLC 5,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192017,Cottage Grove CSG  LLC 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192017,Cottage Grove CSG  LLC 2,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192018,Cottage Grove CSG  LLC 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192018,Cottage Grove CSG  LLC 3,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192019,Cottage Grove CSG  LLC 4,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192023,Fox CSG  LLC 4,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.34,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192024,Fox CSG  LLC 5,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.34,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192026,Fox CSG  LLC 7,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192026,Fox CSG  LLC 7,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192027,Fox CSG  LLC 8,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.34,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192029,SunE Stolee CSG  LLC 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.31,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192029,SunE Stolee CSG  LLC 2,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.31,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192030,SunE Stolee CSG  LLC 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.31,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192032,Wyoming 2 CSG  LLC 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192032,Wyoming 2 CSG  LLC 2,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192033,Wyoming 2 CSG  LLC 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192033,Wyoming 2 CSG  LLC 3,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192034,Wyoming 2 CSG  LLC 4,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.33,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192036,Wright Cuddyer CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.31,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192036,Wright Cuddyer CSG 2,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.31,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192037,Wright Cuddyer CSG 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.31,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192038,Wright Cuddyer CSG 4,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.31,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192040,Carver Gladden CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.30,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192040,Carver Gladden CSG 2,2,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.30,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192041,Carver Gladden CSG 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.30,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192043,Porter Way Community Solar Garden 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.31,0.00,0.0,0.00,0.0,0.00,0.0,3.0,Piecewise Linear,5,SUN (Solar),0.00
192045,RJC I CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.31,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192047,Huneke I CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.34,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192049,Krause CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.22,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192051,School Sisters CSG 2,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.28,0.00,0.0,0.00,0.0,0.00,0.0,1.0,Piecewise Linear,5,SUN (Solar),0.00
192054,PopeSun CSG  LLC 3,1,MN,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.22,0.00,0.0,0.00,0.0,0.00,0.0,5.0,Piecewise Linear,5,SUN (Solar),0.00
