Load
Number of Bus,Name of Bus,ID,Area Name of Load,AGC,MW,Cost Shift $/MWh,Cost Multiplier,Hourly Benefit,MW Marg. Cost of Bus,HDR::Load_GenICost:1,Initial MW,Initial Cost,Delta MW,Delta Cost,Min MW,Max MW,# of Benefit Curve Points,Profit $/hr
180102,DETROIT 5 1,D,MI,YES,11.4,0.000,1.000,5884.04,4.70,30.82,11.4,5884.04,0.0,0.00,0.0,30.1,4,5830.51
180103,DETROIT 6 1,D,MI,YES,14.0,0.000,1.000,5440.02,4.60,24.27,14.0,5440.02,0.0,-0.00,0.0,30.1,4,5375.63
180104,DETROIT 7 1,D,MI,YES,13.0,0.000,1.000,162.50,4.67,3.18,13.0,162.50,0.0,0.00,0.0,30.1,4,101.79
180106,DETROIT 8 2,D,MI,YES,13.2,0.000,1.000,6148.70,4.60,30.40,13.2,6148.70,0.0,0.00,0.0,30.1,4,6088.04
180107,DETROIT 9 1,D,MI,YES,13.5,0.000,1.000,3994.89,4.67,28.93,13.5,3994.89,0.0,0.00,0.0,29.8,4,3931.83
180108,DETROIT 10 1,D,MI,YES,13.0,0.000,1.000,5030.52,4.65,36.96,13.0,5030.52,0.0,-0.00,0.0,29.8,4,4970.03
180109,DETROIT 11 1,D,MI,YES,11.3,0.000,1.000,8020.40,4.64,42.35,11.3,8020.40,0.0,-0.00,0.0,29.8,4,7968.00
180110,DETROIT 12 1,D,MI,YES,15.9,0.000,1.000,2143.81,4.68,33.98,15.9,2143.81,0.0,-0.00,0.0,39.9,4,2069.42
180111,DETROIT 13 1,D,MI,YES,3.7,0.000,1.000,1421.19,4.55,18.18,3.7,1421.19,0.0,-0.00,0.0,8.1,4,1404.37
180112,DETROIT 14 1,D,MI,YES,2.9,0.000,1.000,957.45,4.66,37.53,2.9,957.45,0.0,0.00,0.0,8.1,4,943.93
180113,DETROIT 15 1,D,MI,YES,3.2,0.000,1.000,1446.53,4.60,14.95,3.2,1446.53,0.0,-0.00,0.0,8.1,4,1431.79
180114,DETROIT 16 1,D,MI,YES,5.6,0.000,1.000,87.04,4.56,10.63,5.6,87.04,0.0,0.00,0.0,11.8,4,61.48
180115,DETROIT 17 1,D,MI,YES,17.8,0.000,1.000,4072.29,4.70,48.31,17.8,4072.29,0.0,0.00,0.0,40.4,4,3988.66
180116,DETROIT 18 1,D,MI,YES,14.4,0.000,1.000,6300.65,4.64,61.82,14.4,6300.65,0.0,0.00,0.0,40.4,4,6233.89
180117,DETROIT 19 1,D,MI,YES,14.9,0.000,1.000,4526.14,4.66,44.52,14.9,4526.14,0.0,-0.00,0.0,40.4,4,4456.63
180118,DETROIT 20 1,D,MI,YES,20.1,0.000,1.000,2776.29,4.64,28.63,20.1,2776.29,0.0,0.00,0.0,40.4,4,2682.98
180119,DETROIT 21 1,D,MI,YES,18.4,0.000,1.000,5740.25,4.58,27.69,18.4,5740.25,0.0,-0.00,0.0,47.8,4,5656.02
180120,DETROIT 22 1,D,MI,YES,20.0,0.000,1.000,12797.87,4.59,59.06,20.0,12797.87,0.0,-0.00,0.0,47.8,4,12705.98
180122,DETROIT 23 2,D,MI,YES,20.5,0.000,1.000,8340.29,4.62,26.49,20.5,8340.29,0.0,-0.00,0.0,47.8,4,8245.60
180125,DETROIT 24 1,D,MI,YES,20.7,0.000,1.000,6031.57,4.61,20.06,20.7,6031.57,0.0,-0.00,0.0,47.8,4,5936.21
180126,DETROIT 25 1,D,MI,YES,3.7,0.000,1.000,1829.37,4.63,51.54,3.7,1829.37,0.0,0.00,0.0,7.6,4,1812.24
180127,DETROIT 26 1,D,MI,YES,3.9,0.000,1.000,392.35,4.62,30.00,3.9,392.35,0.0,0.00,0.0,7.6,4,374.33
180128,DETROIT 27 1,D,MI,YES,20.1,0.000,1.000,4641.11,4.65,35.29,20.1,4641.11,0.0,0.00,0.0,44.9,4,4547.56
180130,DETROIT 28 2,D,MI,YES,29.2,0.000,1.000,14335.27,4.67,43.89,29.2,14335.27,0.0,0.00,0.0,75.4,4,14198.98
180131,DETROIT 29 1,D,MI,YES,19.8,0.000,1.000,6792.62,4.65,16.47,19.8,6792.62,0.0,0.00,0.0,44.9,4,6700.52
180133,DETROIT 30 2,D,MI,YES,43.0,0.000,1.000,6682.99,4.65,25.83,43.0,6682.99,0.0,-0.00,0.0,85.2,4,6482.86
180134,DETROIT 31 1,D,MI,YES,19.0,0.000,1.000,8961.68,4.65,40.91,19.0,8961.68,0.0,-0.00,0.0,44.9,4,8873.36
180135,GROSSE POINTE 1 1,D,MI,YES,8.3,0.000,1.000,2833.16,4.67,34.35,8.3,2833.16,0.0,0.00,0.0,18.3,4,2794.36
180136,GROSSE POINTE 2 1,D,MI,YES,8.4,0.000,1.000,4058.39,4.66,35.59,8.4,4058.39,0.0,-0.00,0.0,18.3,4,4019.24
180137,GROSSE POINTE 3 1,D,MI,YES,6.6,0.000,1.000,991.84,4.68,28.94,6.6,991.84,0.0,-0.00,0.0,18.3,4,960.95
180138,GROSSE POINTE 4 1,D,MI,YES,7.3,0.000,1.000,3283.60,4.67,18.24,7.3,3283.60,0.0,-0.00,0.0,18.3,4,3249.50
180139,REDFORD 2 1,D,MI,YES,16.9,0.000,1.000,9742.77,4.66,51.56,16.9,9742.77,0.0,-0.00,0.0,38.2,4,9664.01
180140,REDFORD 3 1,D,MI,YES,17.4,0.000,1.000,9753.29,4.66,36.90,17.4,9753.29,0.0,-0.00,0.0,38.2,4,9672.19
180141,REDFORD 4 1,D,MI,YES,18.0,0.000,1.000,7598.86,4.68,7.58,18.0,7598.86,0.0,-0.00,0.0,38.2,4,7514.68
180142,REDFORD 5 1,D,MI,YES,16.2,0.000,1.000,7346.60,4.65,37.57,16.2,7346.60,0.0,-0.00,0.0,38.2,4,7271.31
180143,BAD AXE 1 1,D,MI,YES,4.5,0.000,1.000,2894.10,4.11,30.55,4.5,2894.10,0.0,-0.00,0.0,10.8,4,2875.60
180144,BAD AXE 2 1,D,MI,YES,6.1,0.000,1.000,1914.84,4.09,24.19,6.1,1914.84,0.0,-0.00,0.0,12.8,4,1889.92
180145,BAD AXE 3 1,D,MI,YES,4.4,0.000,1.000,661.48,4.11,30.00,4.4,661.48,0.0,0.00,0.0,10.8,4,643.40
180146,HARBOR BEACH 1 1,D,MI,YES,4.3,0.000,1.000,1726.74,4.11,30.00,4.3,1726.74,0.0,0.00,0.0,9.2,4,1709.06
180147,HARBOR BEACH 2 1,D,MI,YES,5.2,0.000,1.000,1763.38,4.11,30.03,5.2,1763.38,0.0,0.00,0.0,11.8,4,1741.99
180148,KINDE 1,D,MI,YES,1.5,0.000,1.000,305.05,4.09,17.94,1.5,305.05,0.0,-0.00,0.0,3.8,4,298.92
180149,PORT AUSTIN 1 1,D,MI,YES,2.6,0.000,1.000,514.76,4.08,20.16,2.6,514.76,0.0,0.00,0.0,5.3,4,504.15
180150,PORT AUSTIN 2 1,D,MI,YES,2.6,0.000,1.000,355.04,4.09,39.15,2.6,355.04,0.0,-0.00,0.0,6.7,4,344.41
180151,PORT HOPE 1,D,MI,YES,1.6,0.000,1.000,857.39,4.09,28.45,1.6,857.39,0.0,-0.00,0.0,3.7,4,850.84
180152,UBLY 1 1,D,MI,YES,1.5,0.000,1.000,710.45,4.18,17.65,1.5,710.45,0.0,-0.00,0.0,4.0,4,704.18
180153,UBLY 2 1,D,MI,YES,3.2,0.000,1.000,1876.35,4.17,34.64,3.2,1876.35,0.0,0.00,0.0,8.0,4,1863.01
180154,MIO 1 1,D,MI,YES,2.8,0.000,1.000,1486.91,3.57,16.97,2.8,1486.91,0.0,0.00,0.0,6.3,4,1476.91
180155,MIO 2 1,D,MI,YES,2.9,0.000,1.000,1034.03,3.50,44.12,2.9,1034.03,0.0,0.00,0.0,6.3,4,1023.87
180156,MIO 3 1,D,MI,YES,3.0,0.000,1.000,791.90,3.54,20.88,3.0,791.90,0.0,0.00,0.0,6.3,4,781.29
180157,BARTON CITY 1,D,MI,YES,1.2,0.000,1.000,40.72,3.48,15.88,1.2,40.72,0.0,-0.00,0.0,3.5,4,36.54
180158,BAY PORT 1,D,MI,YES,2.2,0.000,1.000,310.39,4.08,53.48,2.2,310.39,0.0,0.00,0.0,4.5,4,301.43
180159,CASEVILLE 1 1,D,MI,YES,1.2,0.000,1.000,249.44,4.05,20.42,1.2,249.44,0.0,0.00,0.0,3.5,4,244.58
180160,CASEVILLE 2 1,D,MI,YES,3.1,0.000,1.000,925.97,4.06,34.65,3.1,925.97,0.0,-0.00,0.0,7.0,4,913.37
180161,CASS CITY 1 1,D,MI,YES,5.6,0.000,1.000,203.29,4.16,24.36,5.6,203.29,0.0,-0.00,0.0,13.4,4,179.99
180162,CASS CITY 2 1,D,MI,YES,7.3,0.000,1.000,1366.34,4.20,27.92,7.3,1366.34,0.0,-0.00,0.0,17.7,4,1335.67
180163,LINCOLN 5 1,D,MI,YES,1.9,0.000,1.000,1143.91,3.50,30.36,1.9,1143.91,0.0,0.00,0.0,4.7,4,1137.26
180164,LINCOLN 6 1,D,MI,YES,0.8,0.000,1.000,450.09,3.48,19.20,0.8,450.09,0.0,0.00,0.0,2.4,4,447.31
180165,MIKADO 1 1,D,MI,YES,0.6,0.000,1.000,466.59,3.60,45.43,0.6,466.59,0.0,0.00,0.0,1.9,4,464.44
180166,MIKADO 2 1,D,MI,YES,1.6,0.000,1.000,414.08,3.57,62.81,1.6,414.08,0.0,0.00,0.0,3.9,4,408.38
180167,UNIONVILLE 2 1,D,MI,YES,3.8,0.000,1.000,989.18,4.13,22.13,3.8,989.18,0.0,-0.00,0.0,9.3,4,973.50
180168,CORUNNA 1 1,D,MI,YES,5.0,0.000,1.000,2375.02,4.41,13.86,5.0,2375.02,0.0,0.00,0.0,10.8,4,2352.97
180169,CORUNNA 2 1,D,MI,YES,4.0,0.000,1.000,120.69,4.37,24.73,4.0,120.69,0.0,-0.00,0.0,9.2,4,103.21
180170,CORUNNA 3 1,D,MI,YES,4.0,0.000,1.000,1069.54,4.36,39.05,4.0,1069.54,0.0,0.00,0.0,9.2,4,1052.09
180171,LAKEVIEW 1 1,D,MI,YES,2.8,0.000,1.000,1369.86,3.10,30.00,2.8,1369.86,0.0,0.00,0.0,6.4,4,1361.17
180173,LAKEVIEW 2 2,D,MI,YES,5.1,0.000,1.000,1102.80,3.13,10.50,5.1,1102.80,0.0,-0.00,0.0,12.5,4,1086.86
180174,LAKEVIEW 3 1,D,MI,YES,3.1,0.000,1.000,338.89,3.18,30.00,3.1,338.89,0.0,-0.00,0.0,6.4,4,329.03
180175,MORRICE 1 1,D,MI,YES,1.3,0.000,1.000,616.89,4.47,7.24,1.3,616.89,0.0,0.00,0.0,3.5,4,611.08
180176,MORRICE 2 1,D,MI,YES,2.2,0.000,1.000,70.47,4.49,9.10,2.2,70.47,0.0,-0.00,0.0,4.3,4,60.60
180177,MORRICE 3 1,D,MI,YES,1.4,0.000,1.000,226.78,4.49,26.89,1.4,226.78,0.0,0.00,0.0,3.5,4,220.50
180178,SIX LAKES 1,D,MI,YES,1.2,0.000,1.000,327.67,3.26,42.46,1.2,327.67,0.0,0.00,0.0,3.0,4,323.75
180180,PORTAGE 1 2,D,MI,YES,8.7,0.000,1.000,81.58,0.75,6.29,8.7,81.58,0.0,-0.00,0.0,20.2,4,75.02
180183,PORTAGE 2 1,D,MI,YES,12.3,0.000,1.000,339.96,1.08,9.10,12.3,339.96,0.0,-0.00,0.0,25.5,4,326.66
180185,PORTAGE 3 2,D,MI,YES,15.7,0.000,1.000,2614.43,1.86,32.08,15.7,2614.43,0.0,0.00,0.0,37.6,4,2585.21
180186,PORTAGE 4 1,D,MI,YES,8.4,0.000,1.000,141.81,2.17,3.18,8.4,141.81,0.0,0.00,0.0,20.2,4,123.59
180187,KALAMAZOO 1 1,D,MI,YES,13.0,0.000,1.000,1151.42,1.93,32.96,13.0,1151.42,0.0,0.00,0.0,28.5,4,1126.27
180188,KALAMAZOO 2 1,D,MI,YES,13.3,0.000,1.000,7492.49,1.98,40.62,13.3,7492.49,0.0,0.00,0.0,28.5,4,7466.12
180189,KALAMAZOO 3 1,D,MI,YES,12.0,0.000,1.000,1405.06,1.86,22.46,12.0,1405.06,0.0,0.00,0.0,28.5,4,1382.70
180190,KALAMAZOO 4 1,D,MI,YES,8.3,0.000,1.000,4411.00,1.96,30.05,8.3,4411.00,0.0,0.00,0.0,17.4,4,4394.73
180191,KALAMAZOO 5 1,D,MI,YES,8.1,0.000,1.000,1972.82,1.83,24.64,8.1,1972.82,0.0,-0.00,0.0,17.4,4,1957.97
180192,KALAMAZOO 6 1,D,MI,YES,8.1,0.000,1.000,4602.77,1.84,61.78,8.1,4602.77,0.0,-0.00,0.0,17.4,4,4587.84
180193,BATTLE CREEK 1 1,D,MI,YES,10.7,0.000,1.000,2305.49,4.60,65.99,10.7,2305.49,0.0,0.00,0.0,23.8,4,2256.31
180196,BATTLE CREEK 2 3,D,MI,YES,11.1,0.000,1.000,2311.92,4.63,30.65,11.1,2311.92,0.0,-0.00,0.0,26.3,4,2260.54
180197,BATTLE CREEK 3 1,D,MI,YES,12.3,0.000,1.000,128.36,4.57,4.19,12.3,128.36,0.0,0.00,0.0,26.3,4,72.14
180200,BATTLE CREEK 4 3,D,MI,YES,8.2,0.000,1.000,6316.85,4.62,16.20,8.2,6316.85,0.0,-0.00,0.0,23.8,4,6278.94
180203,BENTON HARBOR 1 1,D,MI,YES,13.9,0.000,1.000,7235.84,-1.24,60.57,13.9,7235.84,0.0,0.00,0.0,36.2,4,7253.09
180206,BENTON HARBOR 2 3,D,MI,YES,12.1,0.000,1.000,7035.59,-0.97,31.02,12.1,7035.58,0.0,0.00,0.0,34.2,4,7047.36
180207,BENTON HARBOR 3 1,D,MI,YES,16.8,0.000,1.000,6237.15,-1.08,29.80,16.8,6237.15,0.0,0.00,0.0,36.2,4,6255.34
180210,BENTON HARBOR 4 3,D,MI,YES,15.3,0.000,1.000,7893.73,-1.30,15.36,15.3,7893.73,0.0,0.00,0.0,36.7,4,7913.67
180211,PORTAGE 5 1,D,MI,YES,12.6,0.000,1.000,5135.69,1.44,24.75,12.6,5135.69,0.0,-0.00,0.0,30.7,4,5117.56
180213,PORTAGE 6 2,D,MI,YES,27.0,0.000,1.000,14500.51,1.66,23.33,27.0,14500.51,0.0,0.00,0.0,59.2,4,14455.69
180214,PORTAGE 7 1,D,MI,YES,15.0,0.000,1.000,2963.31,1.44,23.23,15.0,2963.31,0.0,0.00,0.0,30.7,4,2941.68
180215,PORTAGE 8 1,D,MI,YES,12.6,0.000,1.000,7763.53,1.62,19.52,12.6,7763.53,0.0,-0.00,0.0,30.7,4,7743.10
180216,BLOOMINGDALE 1 1,D,MI,YES,1.0,0.000,1.000,216.44,0.94,41.24,1.0,216.44,0.0,-0.00,0.0,3.1,4,215.50
180217,BLOOMINGDALE 2 1,D,MI,YES,3.4,0.000,1.000,107.30,0.79,9.10,3.4,107.30,0.0,-0.00,0.0,6.3,4,104.63
180218,BATTLE CREEK 5 1,D,MI,YES,11.0,0.000,1.000,3563.15,4.06,14.77,11.0,3563.15,0.0,0.00,0.0,26.8,4,3518.50
180220,BATTLE CREEK 6 2,D,MI,YES,11.8,0.000,1.000,4600.54,2.15,57.01,11.8,4600.54,0.0,0.00,0.0,27.7,4,4575.15
180222,BATTLE CREEK 7 2,D,MI,YES,10.8,0.000,1.000,5192.70,3.99,17.06,10.8,5192.70,0.0,-0.00,0.0,24.2,4,5149.57
180223,BATTLE CREEK 8 1,D,MI,YES,11.1,0.000,1.000,4477.75,3.58,29.57,11.1,4477.75,0.0,0.00,0.0,24.2,4,4438.02
180224,COLOMA 1 1,D,MI,YES,5.8,0.000,1.000,1092.18,-0.84,20.67,5.8,1092.18,0.0,0.00,0.0,13.4,4,1097.04
180225,COLOMA 2 1,D,MI,YES,5.1,0.000,1.000,1352.54,-1.04,10.50,5.1,1352.54,0.0,-0.00,0.0,13.4,4,1357.84
180226,COLOMA 3 1,D,MI,YES,5.4,0.000,1.000,2714.90,-0.97,30.27,5.4,2714.90,0.0,-0.00,0.0,13.4,4,2720.16
180229,DOWAGIAC 1 3,D,MI,YES,7.8,0.000,1.000,190.66,-0.91,7.96,7.8,190.66,0.0,0.00,0.0,21.3,4,197.76
180230,DOWAGIAC 2 1,D,MI,YES,8.9,0.000,1.000,3005.72,-1.09,32.10,8.9,3005.72,0.0,0.00,0.0,21.3,4,3015.46
180231,DOWAGIAC 3 1,D,MI,YES,8.4,0.000,1.000,113.68,-1.28,6.82,8.4,113.68,0.0,0.00,0.0,21.3,4,124.47
180232,KALAMAZOO 7 1,D,MI,YES,12.8,0.000,1.000,107.41,2.29,6.20,12.8,107.41,0.0,-0.00,0.0,27.3,4,78.09
180234,KALAMAZOO 8 2,D,MI,YES,11.2,0.000,1.000,129.83,1.97,3.18,11.2,129.83,0.0,-0.00,0.0,27.3,4,107.77
180235,KALAMAZOO 9 1,D,MI,YES,12.8,0.000,1.000,1781.43,1.98,64.24,12.8,1781.43,0.0,-0.00,0.0,27.3,4,1756.07
180236,KALAMAZOO 10 1,D,MI,YES,14.6,0.000,1.000,7860.00,2.74,68.92,14.6,7860.00,0.0,-0.00,0.0,32.8,4,7819.94
180237,EAST LEROY 1 1,D,MI,YES,1.4,0.000,1.000,946.68,4.17,22.12,1.4,946.68,0.0,0.00,0.0,3.5,4,940.83
180238,EAST LEROY 2 1,D,MI,YES,1.4,0.000,1.000,876.47,3.13,43.63,1.4,876.47,0.0,0.00,0.0,3.5,4,872.09
180239,MARTIN 1 1,D,MI,YES,1.5,0.000,1.000,264.21,2.01,33.44,1.5,264.21,0.0,0.00,0.0,4.0,4,261.19
180240,MATTAWAN 1 1,D,MI,YES,6.3,0.000,1.000,2272.06,0.86,30.00,6.3,2272.06,0.0,-0.00,0.0,13.2,4,2266.64
180241,MATTAWAN 2 1,D,MI,YES,5.8,0.000,1.000,244.78,0.94,27.16,5.8,244.78,0.0,0.00,0.0,13.2,4,239.34
180242,MATTAWAN 3 1,D,MI,YES,5.8,0.000,1.000,281.04,0.88,32.36,5.8,281.04,0.0,0.00,0.0,13.2,4,275.93
180243,OLIVET 1 1,D,MI,YES,2.9,0.000,1.000,425.48,4.92,51.52,2.9,425.48,0.0,-0.00,0.0,6.6,4,411.20
180244,OLIVET 2 1,D,MI,YES,2.7,0.000,1.000,663.20,4.88,31.05,2.7,663.20,0.0,-0.00,0.0,6.6,4,650.04
180245,OLIVET 3 1,D,MI,YES,3.0,0.000,1.000,1798.66,4.91,55.28,3.0,1798.66,0.0,-0.00,0.0,6.6,4,1783.93
180246,OTSEGO 1 1,D,MI,YES,5.7,0.000,1.000,910.91,2.02,18.50,5.7,910.91,0.0,-0.00,0.0,12.8,4,899.40
180247,OTSEGO 2 1,D,MI,YES,6.8,0.000,1.000,1401.89,2.07,22.86,6.8,1401.89,0.0,-0.00,0.0,16.3,4,1387.85
180248,OTSEGO 3 1,D,MI,YES,5.8,0.000,1.000,3009.98,2.06,30.08,5.8,3009.98,0.0,-0.00,0.0,12.8,4,2998.02
180249,SAINT JOSEPH 1 1,D,MI,YES,12.0,0.000,1.000,375.32,-1.37,22.40,12.0,375.32,0.0,-0.00,0.0,25.6,4,391.77
180250,SAINT JOSEPH 2 1,D,MI,YES,10.1,0.000,1.000,1005.26,-1.34,19.57,10.1,1005.26,0.0,0.00,0.0,25.6,4,1018.84
180252,SAINT JOSEPH 3 2,D,MI,YES,7.3,0.000,1.000,182.92,-1.37,22.91,7.3,182.92,0.0,0.00,0.0,25.6,4,192.91
180253,SAINT JOSEPH 4 1,D,MI,YES,10.7,0.000,1.000,4735.36,-1.37,28.81,10.7,4735.36,0.0,0.00,0.0,25.6,4,4750.01
180254,SCOTTS 1,D,MI,YES,2.6,0.000,1.000,1203.45,1.50,25.82,2.6,1203.45,0.0,0.00,0.0,5.2,4,1199.54
180255,VICKSBURG 1 1,D,MI,YES,6.4,0.000,1.000,685.33,0.76,30.01,6.4,685.33,0.0,0.00,0.0,14.8,4,680.47
180256,VICKSBURG 2 1,D,MI,YES,6.5,0.000,1.000,2116.69,0.87,67.71,6.5,2116.69,0.0,-0.00,0.0,14.8,4,2111.04
180257,VICKSBURG 3 1,D,MI,YES,6.6,0.000,1.000,3593.22,0.85,30.00,6.6,3593.22,0.0,-0.00,0.0,14.8,4,3587.57
180258,BARODA 1 1,D,MI,YES,4.1,0.000,1.000,527.87,-1.42,46.79,4.1,527.87,0.0,-0.00,0.0,8.9,4,533.70
180259,BRIDGMAN 1 1,D,MI,YES,6.6,0.000,1.000,3854.72,-1.49,33.43,6.6,3854.72,0.0,-0.00,0.0,14.4,4,3864.57
180260,BRIDGMAN 2 1,D,MI,YES,4.5,0.000,1.000,1284.48,-1.57,30.00,4.5,1284.48,0.0,0.00,0.0,9.8,4,1291.55
180261,BRIDGMAN 3 1,D,MI,YES,3.0,0.000,1.000,1320.77,-1.39,10.50,3.0,1320.77,0.0,-0.00,0.0,6.7,4,1324.93
180262,BUCHANAN 1 1,D,MI,YES,6.8,0.000,1.000,1943.99,-1.58,32.91,6.8,1943.99,0.0,0.00,0.0,14.9,4,1954.76
180264,BUCHANAN 2 2,D,MI,YES,6.5,0.000,1.000,313.98,-1.54,20.59,6.5,313.98,0.0,0.00,0.0,14.9,4,324.00
180265,BUCHANAN 3 1,D,MI,YES,6.4,0.000,1.000,701.60,-1.63,30.15,6.4,701.60,0.0,0.00,0.0,14.9,4,712.01
180268,NILES 2 3,D,MI,YES,18.4,0.000,1.000,6822.50,-1.57,41.06,18.4,6822.50,0.0,-0.00,0.0,41.8,4,6851.43
180269,NILES 3 1,D,MI,YES,17.8,0.000,1.000,2818.50,-1.67,30.00,17.8,2818.50,0.0,0.00,0.0,39.9,4,2848.17
180272,NILES 4 3,D,MI,YES,19.8,0.000,1.000,10599.25,-1.84,17.71,19.8,10599.25,0.0,0.00,0.0,45.5,4,10635.76
180273,CLINTON 6 1,D,MI,YES,3.4,0.000,1.000,1627.86,4.22,30.00,3.4,1627.86,0.0,-0.00,0.0,7.0,4,1613.51
180274,CLINTON 7 1,D,MI,YES,3.3,0.000,1.000,382.04,3.66,17.37,3.3,382.04,0.0,-0.00,0.0,7.0,4,369.97
180275,CLINTON 8 1,D,MI,YES,0.6,0.000,1.000,193.95,3.74,30.00,0.6,193.95,0.0,-0.00,0.0,1.5,4,191.71
180276,PALMYRA 1 1,D,MI,YES,0.6,0.000,1.000,345.10,3.68,8.85,0.6,345.10,0.0,-0.00,0.0,1.5,4,342.90
180277,PALMYRA 2 1,D,MI,YES,1.7,0.000,1.000,1106.96,3.75,35.18,1.7,1106.96,0.0,-0.00,0.0,4.9,4,1100.59
180278,SAND CREEK 1,D,MI,YES,1.8,0.000,1.000,613.82,3.09,23.18,1.8,613.82,0.0,-0.00,0.0,4.9,4,608.25
180280,BAILEY 2,D,MI,YES,5.3,0.000,1.000,1124.61,2.43,37.13,5.3,1124.61,0.0,0.00,0.0,13.3,4,1111.74
180281,BELMONT 1 1,D,MI,YES,5.5,0.000,1.000,161.31,2.72,9.10,5.5,161.31,0.0,0.00,0.0,13.3,4,146.35
180282,BELMONT 2 1,D,MI,YES,6.1,0.000,1.000,477.62,2.74,10.50,6.1,477.62,0.0,-0.00,0.0,13.3,4,460.93
180283,BELMONT 3 1,D,MI,YES,7.7,0.000,1.000,314.27,2.86,19.16,7.7,314.27,0.0,0.00,0.0,17.4,4,292.27
180284,CEDAR SPRINGS 1 1,D,MI,YES,7.1,0.000,1.000,3894.15,2.96,31.89,7.1,3894.15,0.0,-0.00,0.0,17.4,4,3873.13
180285,CEDAR SPRINGS 2 1,D,MI,YES,6.9,0.000,1.000,2154.78,2.90,24.96,6.9,2154.78,0.0,-0.00,0.0,17.4,4,2134.75
180286,CEDAR SPRINGS 3 1,D,MI,YES,6.5,0.000,1.000,265.25,2.84,18.03,6.5,265.25,0.0,0.00,0.0,17.4,4,246.76
180288,CEDAR SPRINGS 4 2,D,MI,YES,9.2,0.000,1.000,2437.75,3.01,28.43,9.2,2437.75,0.0,0.00,0.0,19.3,4,2410.01
180289,COMSTOCK PARK 1 1,D,MI,YES,7.6,0.000,1.000,4156.59,2.48,63.57,7.6,4156.59,0.0,0.00,0.0,17.5,4,4137.73
180290,COMSTOCK PARK 2 1,D,MI,YES,6.9,0.000,1.000,138.75,2.51,11.16,6.9,138.75,0.0,-0.00,0.0,17.5,4,121.40
180291,COMSTOCK PARK 3 1,D,MI,YES,6.5,0.000,1.000,3713.86,2.66,53.44,6.5,3713.86,0.0,0.00,0.0,17.5,4,3696.55
180292,COMSTOCK PARK 4 1,D,MI,YES,2.5,0.000,1.000,327.56,2.62,10.37,2.5,327.56,0.0,-0.00,0.0,5.4,4,321.02
180293,GOWEN 1 1,D,MI,YES,2.4,0.000,1.000,282.96,3.04,17.48,2.4,282.96,0.0,0.00,0.0,5.4,4,275.66
180294,GOWEN 2 1,D,MI,YES,3.0,0.000,1.000,1519.43,3.09,29.90,3.0,1519.43,0.0,0.00,0.0,9.0,4,1510.14
180295,GOWEN 3 1,D,MI,YES,1.9,0.000,1.000,33.76,3.06,7.80,1.9,33.76,0.0,0.00,0.0,4.3,4,27.94
180296,MECOSTA 1 1,D,MI,YES,2.1,0.000,1.000,890.94,3.07,33.00,2.1,890.94,0.0,-0.00,0.0,4.4,4,884.50
180297,MECOSTA 2 1,D,MI,YES,2.5,0.000,1.000,1355.29,3.17,30.00,2.5,1355.29,0.0,-0.00,0.0,6.7,4,1347.36
180299,RODNEY 2,D,MI,YES,5.7,0.000,1.000,2930.09,2.97,30.44,5.7,2930.09,0.0,-0.00,0.0,12.6,4,2913.16
180300,SAND LAKE 1 1,D,MI,YES,2.9,0.000,1.000,347.29,3.00,30.00,2.9,347.29,0.0,-0.00,0.0,7.9,4,338.58
180301,SAND LAKE 2 1,D,MI,YES,3.2,0.000,1.000,510.14,3.02,36.54,3.2,510.14,0.0,-0.00,0.0,7.9,4,500.49
180302,SAND LAKE 3 1,D,MI,YES,2.2,0.000,1.000,898.72,2.96,32.80,2.2,898.72,0.0,-0.00,0.0,4.9,4,892.20
180303,SHELBYVILLE 1 1,D,MI,YES,4.8,0.000,1.000,48.47,2.63,3.18,4.8,48.47,0.0,0.00,0.0,10.2,4,35.85
180305,SHELBYVILLE 2 2,D,MI,YES,8.3,0.000,1.000,4487.03,1.99,9.71,8.3,4487.03,0.0,-0.00,0.0,22.2,4,4470.54
180308,SPARTA 1 1,D,MI,YES,8.8,0.000,1.000,737.77,2.53,19.77,8.8,737.77,0.0,-0.00,0.0,18.7,4,715.50
180309,SPARTA 2 1,D,MI,YES,8.8,0.000,1.000,685.12,2.50,19.97,8.8,685.12,0.0,-0.00,0.0,18.7,4,663.15
180310,SPARTA 3 1,D,MI,YES,6.9,0.000,1.000,851.52,2.54,35.48,6.9,851.52,0.0,0.00,0.0,17.4,4,834.01
180311,WAYLAND 1 1,D,MI,YES,7.2,0.000,1.000,91.74,2.62,7.30,7.2,91.74,0.0,-0.00,0.0,17.4,4,72.90
180312,WAYLAND 2 1,D,MI,YES,7.0,0.000,1.000,4620.62,2.55,63.27,7.0,4620.62,0.0,0.00,0.0,17.4,4,4602.77
180313,WAYLAND 3 1,D,MI,YES,3.9,0.000,1.000,2290.12,2.60,19.31,3.9,2290.12,0.0,-0.00,0.0,9.5,4,2279.97
180314,CONKLIN 1 1,D,MI,YES,1.3,0.000,1.000,646.56,2.41,29.06,1.3,646.56,0.0,0.00,0.0,3.5,4,643.42
180315,CONKLIN 2 1,D,MI,YES,1.4,0.000,1.000,392.74,2.30,138.46,1.4,392.74,0.0,-0.00,0.0,3.5,4,389.51
